Day,Month,Year,Site_id,Plant_species,Flower_count,Units,Comment,country
7,5,2012,4,Euphorbia cyparissias,0.05580,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
7,5,2012,4,Potentilla verna,0.00720,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
7,5,2012,4,Taraxacum officinale,0.00083,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
7,5,2012,4,Vicia sepium,0.00015,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
7,5,2012,4,Fragaria viridis,0.04650,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
7,5,2012,4,Euphorbia cyparissias,0.49200,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
7,5,2012,4,Potentilla verna,0.00040,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
7,5,2012,4,Cerastium arvense,0.01000,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
9,7,2012,14,Galium verum,0.09600,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
9,7,2012,14,Dianthus carthusianorum,0.00990,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
9,7,2012,14,Thymus praecox,0.00507,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
9,7,2012,14,Achillea millefolium,0.00240,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
9,7,2012,14,Medicago falcata,0.06467,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
9,7,2012,14,Teucrium chamaedrys,0.01440,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
9,7,2012,14,Trifolium pratense,0.01620,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
9,7,2012,14,Trifolium repens,0.01933,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
9,7,2012,14,Plantago media,0.01020,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
9,7,2012,14,Trifolium campestre,0.00020,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
9,7,2012,14,Agrimonia eupatoria,0.00030,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
9,7,2012,14,Lotus corniculatus,0.00195,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
9,7,2012,14,Knautia arvensis,0.00433,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
9,7,2012,14,Pimpinella saxifraga,0.00167,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
9,7,2012,14,Echium vulgare,0.00080,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
9,7,2012,14,Hypericum perforatum,0.00135,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
9,7,2012,14,Galium verum,0.14267,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
9,7,2012,14,Dianthus carthusianorum,0.00360,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
9,7,2012,14,Teucrium chamaedrys,0.05200,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
9,7,2012,14,Achillea millefolium,0.00140,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
9,7,2012,14,Medicago falcata,0.00213,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
9,7,2012,14,Thymus praecox,0.01053,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
9,7,2012,14,Thesium sp_1,0.00415,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
9,7,2012,14,Knautia arvensis,0.00167,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
9,7,2012,14,Lotus corniculatus,0.00030,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
9,7,2012,14,Trifolium pratense,0.00120,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
9,7,2012,14,Pimpinella saxifraga,0.00167,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
9,7,2012,14,Helianthemum nummularium,0.00020,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
9,7,2012,14,Prunella grandiflora,0.00133,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
9,7,2012,16,Dianthus carthusianorum,0.02565,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
9,7,2012,16,Galium verum,0.08333,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
9,7,2012,16,Helianthemum nummularium,0.01360,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
9,7,2012,16,Echium vulgare,0.02400,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
9,7,2012,16,Lotus corniculatus,0.00525,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
9,7,2012,16,Trifolium campestre,0.00135,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
9,7,2012,16,Scabiosa columbaria,0.00063,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
9,7,2012,16,Centaurea jacea,0.00720,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
9,7,2012,16,Agrimonia eupatoria,0.00300,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
9,7,2012,16,Knautia dipsacifolia,0.00167,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
9,7,2012,16,Achillea millefolium,0.00720,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
9,7,2012,16,Knautia arvensis,0.00367,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
9,7,2012,16,Hypericum perforatum,0.02340,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
9,7,2012,16,Trifolium pratense,0.00080,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
9,7,2012,16,Heracleum sphondylium,0.01333,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
9,7,2012,16,Prunella grandiflora,0.01533,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
9,7,2012,16,Ononis spinosa,0.00065,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
9,7,2012,16,Thesium sp_1,0.00117,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
9,7,2012,16,Echium vulgare,0.05013,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
9,7,2012,16,Medicago falcata,0.00520,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
9,7,2012,16,Daucus carota,0.00245,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
9,7,2012,16,Trifolium repens,0.00053,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
9,7,2012,16,Bupleurum falcatum,0.00070,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
9,7,2012,16,Geranium pusillum,0.00175,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
9,7,2012,16,Galium verum,0.04267,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
9,7,2012,16,Achillea millefolium,0.04860,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
9,7,2012,16,Stachys recta,0.00800,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
9,7,2012,16,Campanula rotundifolia,0.01773,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
9,7,2012,16,Agrimonia eupatoria,0.00075,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
9,7,2012,16,Hypericum perforatum,0.00945,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
9,7,2012,16,Hieracium pilosella,0.00030,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
9,7,2012,16,Origanum vulgare,0.00020,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
9,7,2012,16,Knautia arvensis,0.00500,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
9,7,2012,16,Myosotis stricta,0.00002,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
9,7,2012,16,Lotus corniculatus,0.00300,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
9,7,2012,16,Convolvulus arvensis,0.00080,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
9,7,2012,16,Helianthemum nummularium,0.00100,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
9,7,2012,16,Knautia dipsacifolia,0.00033,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
9,7,2012,16,Heracleum sphondylium,0.02000,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
9,7,2012,16,Senecio jacobaea,0.00160,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
9,7,2012,16,Stachys germanica,0.00030,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
9,7,2012,16,Trifolium campestre,0.00060,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
9,7,2012,16,Rubus sp_1,0.00127,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
9,7,2012,16,Dianthus carthusianorum,0.00180,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
9,7,2012,16,Lathyrus pratensis,0.00003,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
10,7,2012,1,Origanum vulgare,0.01540,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
10,7,2012,1,Centaurea scabiosa,0.00453,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
10,7,2012,1,Coronilla varia,0.09320,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
10,7,2012,1,Bupleurum falcatum,0.00962,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
10,7,2012,1,Stachys recta,0.02040,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
10,7,2012,1,Campanula rapunculoides,0.00030,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
10,7,2012,1,Hypericum perforatum,0.00015,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
10,7,2012,1,Teucrium chamaedrys,0.02440,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
10,7,2012,1,Ononis spinosa,0.00030,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
10,7,2012,1,Thesium sp_1,0.00650,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
10,7,2012,1,Anthemis tinctoria,0.00187,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
10,7,2012,1,Thymus praecox,0.00333,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
10,7,2012,1,Anthericum ramosum,0.06693,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
10,7,2012,1,Lotus corniculatus,0.00045,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
10,7,2012,1,Prunella grandiflora,0.03133,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
10,7,2012,1,Galium verum,0.00067,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
10,7,2012,1,Geranium sanguineum,0.00320,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
10,7,2012,1,Coronilla varia,0.19600,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
10,7,2012,1,Sedum acre,0.00067,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
10,7,2012,1,Bupleurum falcatum,0.02067,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
10,7,2012,1,Hypericum perforatum,0.00150,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
10,7,2012,1,Geranium sanguineum,0.01013,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
10,7,2012,1,Centaurea scabiosa,0.00640,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
10,7,2012,1,Campanula persicifolia,0.00347,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
10,7,2012,1,Melilotus officinalis,0.00200,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
10,7,2012,1,Origanum vulgare,0.02580,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
10,7,2012,1,Rubus sp_1,0.00020,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
10,7,2012,1,Lathyrus sylvestris,0.00800,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
10,7,2012,1,Ononis spinosa,0.00050,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
10,7,2012,1,Stachys recta,0.00640,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
10,7,2012,1,Campanula rapunculoides,0.00080,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
10,7,2012,1,Anthericum ramosum,0.00027,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
10,7,2012,2,Galium verum,0.06667,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
10,7,2012,2,Convolvulus arvensis,0.00180,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
10,7,2012,2,Knautia dipsacifolia,0.00167,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
10,7,2012,2,Coronilla varia,0.26440,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
10,7,2012,2,Hypericum perforatum,0.00990,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
10,7,2012,2,Stachys recta,0.00280,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
10,7,2012,2,Lotus corniculatus,0.00225,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
10,7,2012,2,Achillea millefolium,0.00040,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
10,7,2012,2,Galium mollugo,0.00060,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
10,7,2012,2,Vicia cracca,0.00160,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
10,7,2012,2,Centaurea scabiosa,0.00027,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
10,7,2012,2,Trifolium pratense,0.04320,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
10,7,2012,2,Melampyrum arvense,0.00225,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
10,7,2012,2,Dianthus carthusianorum,0.00180,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
10,7,2012,2,Hypericum perforatum,0.00255,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
10,7,2012,2,Trifolium medium,0.01400,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
10,7,2012,2,Galium verum,0.04267,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
10,7,2012,2,Melampyrum arvense,0.00192,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
10,7,2012,2,Dianthus carthusianorum,0.00405,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
10,7,2012,2,Geranium sanguineum,0.00347,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
10,7,2012,2,Coronilla varia,0.12480,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
10,7,2012,2,Centaurea scabiosa,0.00373,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
10,7,2012,2,Stachys recta,0.01320,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
10,7,2012,2,Agrimonia eupatoria,0.00275,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
10,7,2012,2,Galium mollugo,0.00127,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
10,7,2012,2,Medicago lupulina,0.00013,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
10,7,2012,2,Lotus corniculatus,0.00525,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
10,7,2012,2,Prunella grandiflora,0.01533,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
10,7,2012,2,Knautia arvensis,0.00233,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
10,7,2012,2,Bupleurum falcatum,0.00310,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
10,7,2012,2,Ononis spinosa,0.01600,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
10,7,2012,2,Campanula rotundifolia,0.00453,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
10,7,2012,2,Achillea millefolium,0.00060,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
10,7,2012,2,Falcaria vulgaris,0.00333,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
10,7,2012,2,Silene vulgaris,0.00060,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
10,7,2012,2,Trifolium pratense,0.00340,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
10,7,2012,2,Scabiosa columbaria,0.00032,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
11,7,2012,11,Bupleurum falcatum,0.00953,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
11,7,2012,11,Melampyrum arvense,0.02475,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
11,7,2012,11,Thymus praecox,0.00067,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
11,7,2012,11,Prunella grandiflora,0.00200,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
11,7,2012,11,Agrimonia eupatoria,0.01175,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
11,7,2012,11,Centaurea scabiosa,0.00213,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
11,7,2012,11,Knautia arvensis,0.02567,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
11,7,2012,11,Galium verum,0.01800,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
11,7,2012,11,Dianthus carthusianorum,0.00045,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
11,7,2012,11,Pimpinella saxifraga,0.00167,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
11,7,2012,11,Hypericum perforatum,0.00885,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
11,7,2012,11,Stachys recta,0.04720,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
11,7,2012,11,Coronilla varia,0.00480,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
11,7,2012,11,Falcaria vulgaris,0.00917,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
11,7,2012,11,Ononis spinosa,0.00800,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
11,7,2012,11,Stachys germanica,0.00043,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
11,7,2012,11,Senecio jacobaea,0.00150,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
11,7,2012,11,Teucrium chamaedrys,0.00160,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
11,7,2012,11,Bupleurum falcatum,0.01003,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
11,7,2012,11,Centaurea scabiosa,0.00427,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
11,7,2012,11,Knautia arvensis,0.01467,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
11,7,2012,11,Ononis spinosa,0.00140,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
11,7,2012,11,Agrimonia eupatoria,0.00295,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
11,7,2012,11,Melampyrum arvense,0.02217,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
11,7,2012,11,Coronilla varia,0.00480,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
11,7,2012,11,Stachys recta,0.00080,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
11,7,2012,11,Prunella grandiflora,0.00467,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
11,7,2012,11,Pimpinella saxifraga,0.00167,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
11,7,2012,11,Dianthus carthusianorum,0.00105,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
11,7,2012,11,Hypericum perforatum,0.00075,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
11,7,2012,11,Lotus corniculatus,0.00075,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
11,7,2012,11,Thesium sp_1,0.00050,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
11,7,2012,11,Galium verum,0.02667,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
11,7,2012,11,Knautia dipsacifolia,0.00133,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
11,7,2012,11,Achillea millefolium,0.00020,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
11,7,2012,13,Crepis mollis,0.05493,% flower cover,Flower cover of plants flowering within the two 150Êm_ transects during the pollinator survey was estimated using quadrats,Germany
