Plant_species,Pollinator_species,Interaction,Sampling_method,Sampling_effort_minutes,Sampling_area_square_meters,Site_id,Focal_habitat,Country,Day,Month,Year,Temperature,Landscape_type,Transect_part_id,Transect_part_length_m,Longitude,Latitude,Locality
Ajuga.reptans,Apis.mellifera,1,transect,6,100,U4,garden,CH,8,4,2020,16,Urban,4,50,,,Winterthur
Ajuga.reptans,Apis.mellifera,1,transect,6,100,U4,garden,CH,8,4,2020,16,Urban,4,50,,,Winterthur
Taraxacum.officinale,Apis.mellifera,1,transect,6,100,U4,garden,CH,8,4,2020,16,Urban,4,50,,,Winterthur
Taraxacum.officinale,Apis.mellifera,1,transect,6,100,U4,garden,CH,8,4,2020,16,Urban,4,50,,,Winterthur
Glechoma.hederacea,Apis.mellifera,1,transect,6,100,U4,garden,CH,8,4,2020,16,Urban,4,50,,,Winterthur
Glechoma.hederacea,Bombus.sp,1,transect,6,100,U4,garden,CH,8,4,2020,16,Urban,4,50,,,Winterthur
NA,Lasioglossum.malachurum,0,transect,7.2,120,U4,ext.mead,CH,9,4,2020,14,Urban,5.1,60,,,Winterthur
NA,Lasioglossum.malachurum,0,transect,4.2,70,U4,ext.mead,CH,9,4,2020,14,Urban,5.2,35,,,Winterthur
Ajuga.reptans,Bombus.sp,1,transect,6,100,U4,ext.mead,CH,9,4,2020,14,Urban,5.3,50,,,Winterthur
NA,Lasioglossum.malachurum,0,transect,6,100,U4,ext.mead,CH,9,4,2020,14,Urban,5.3,50,,,Winterthur
Ajuga.reptans,Bombus.sp,1,transect,6,100,U4,ext.mead,CH,9,4,2020,14,Urban,5.3,50,,,Winterthur
Chaenomeles.japonica,Apis.mellifera,1,transect,10.8,180,U4,garden,CH,9,4,2020,14,Urban,6,90,,,Winterthur
Cardamine.pratensis,Melanostoma.mellinum,1,transect,4.8,80,U4,garden,CH,9,4,2020,18,Urban,7,40,,,Winterthur
Taraxacum.officinale,Apis.mellifera,1,transect,4.8,80,U4,garden,CH,9,4,2020,18,Urban,7,40,,,Winterthur
Glechoma.hederacea,Apis.mellifera,1,transect,4.8,80,U4,garden,CH,9,4,2020,18,Urban,7,40,,,Winterthur
Glechoma.hederacea,Rhingia.campestris,1,transect,5.4,90,U4,garden,CH,9,4,2020,20,Urban,8,45,,,Winterthur
Primula.acaulis,Bombus.hortorum,1,transect,5.4,90,U4,garden,CH,9,4,2020,20,Urban,8,45,,,Winterthur
Glechoma.hederacea,Apis.mellifera,1,transect,5.4,90,U4,garden,CH,9,4,2020,20,Urban,8,45,,,Winterthur
Glechoma.hederacea,Apis.mellifera,1,transect,5.4,90,U4,garden,CH,9,4,2020,20,Urban,8,45,,,Winterthur
Glechoma.hederacea,Apis.mellifera,1,transect,5.4,90,U4,garden,CH,9,4,2020,20,Urban,8,45,,,Winterthur
Glechoma.hederacea,Apis.mellifera,1,transect,5.4,90,U4,garden,CH,9,4,2020,20,Urban,8,45,,,Winterthur
Glechoma.hederacea,Apis.mellifera,1,transect,5.4,90,U4,garden,CH,9,4,2020,20,Urban,8,45,,,Winterthur
Glechoma.hederacea,Apis.mellifera,1,transect,5.4,90,U4,garden,CH,9,4,2020,20,Urban,8,45,,,Winterthur
Glechoma.hederacea,Apis.mellifera,1,transect,5.4,90,U4,garden,CH,9,4,2020,20,Urban,8,45,,,Winterthur
Glechoma.hederacea,Apis.mellifera,1,transect,5.4,90,U4,garden,CH,9,4,2020,20,Urban,8,45,,,Winterthur
Rosmarinus.officinalis,Apis.mellifera,1,transect,5.4,90,U4,garden,CH,9,4,2020,20,Urban,8,45,,,Winterthur
Rosmarinus.officinalis,Apis.mellifera,1,transect,5.4,90,U4,garden,CH,9,4,2020,18,Urban,9,45,,,Winterthur
Rosmarinus.officinalis,Apis.mellifera,1,transect,5.4,90,U4,garden,CH,9,4,2020,18,Urban,9,45,,,Winterthur
Primula.acaulis,Anthophora.plumipes,1,transect,7.2,120,U4,garden,CH,9,4,2020,18,Urban,10,60,,,Winterthur
Cardamine.pratensis,Melanostoma.scalare,1,transect,7.2,120,U4,garden,CH,9,4,2020,18,Urban,10,60,,,Winterthur
Amelanchier.lamarckii,Apis.mellifera,1,transect,7.2,120,U4,garden,CH,9,4,2020,18,Urban,10,60,,,Winterthur
Taraxacum.officinale,Apis.mellifera,1,transect,3.72,62,U4,roadside,CH,9,4,2020,20,Urban,11.1,31,,,Winterthur
Anthyllis.vulneraria,Bombus.hortorum,1,transect,3,50,U4,roadside,CH,9,4,2020,20,Urban,11.2,25,,,Winterthur
NA,Lasioglossum.malachurum,0,transect,6,100,U4,lawn,CH,9,4,2020,20,Urban,12,50,,,Winterthur
Cornus.sanguinea,Apis.mellifera,1,transect,6,100,A1,hedge,CH,19,5,2020,25,Intensive.agriculture,1,50,7.942262098,47.51434879,Schupfart
Cornus.sanguinea,Apis.mellifera,1,transect,6,100,A1,hedge,CH,19,5,2020,25,Intensive.agriculture,1,50,7.942262098,47.51434879,Schupfart
Cornus.sanguinea,Apis.mellifera,1,transect,6,100,A1,hedge,CH,19,5,2020,25,Intensive.agriculture,1,50,7.942262098,47.51434879,Schupfart
Cornus.sanguinea,Apis.mellifera,1,transect,6,100,A1,hedge,CH,19,5,2020,25,Intensive.agriculture,1,50,7.942262098,47.51434879,Schupfart
Cornus.sanguinea,Apis.mellifera,1,transect,6,100,A1,hedge,CH,19,5,2020,25,Intensive.agriculture,1,50,7.942262098,47.51434879,Schupfart
Cornus.sanguinea,Apis.mellifera,1,transect,6,100,A1,hedge,CH,19,5,2020,25,Intensive.agriculture,1,50,7.942262098,47.51434879,Schupfart
Cornus.sanguinea,Apis.mellifera,1,transect,6,100,A1,hedge,CH,19,5,2020,25,Intensive.agriculture,1,50,7.942262098,47.51434879,Schupfart
Rosa.canina.aggr,Apis.mellifera,1,transect,6,100,A1,hedge,CH,19,5,2020,25,Intensive.agriculture,1,50,7.942262098,47.51434879,Schupfart
Rosa.canina.aggr,Apis.mellifera,1,transect,6,100,A1,hedge,CH,19,5,2020,25,Intensive.agriculture,1,50,7.942262098,47.51434879,Schupfart
Rosa.canina.aggr,Apis.mellifera,1,transect,6,100,A1,hedge,CH,19,5,2020,25,Intensive.agriculture,1,50,7.942262098,47.51434879,Schupfart
Trifolium.pratense,Bombus.hortorum,1,transect,26.16,436,A1,perm.mead,CH,18,5,2020,20,Intensive.agriculture,2,218,7.942262098,47.51434879,Schupfart
Bellis.perennis,Sphaerophoria.sp,1,transect,26.16,436,A1,perm.mead,CH,18,5,2020,20,Intensive.agriculture,2,218,7.942262098,47.51434879,Schupfart
Trifolium.pratense,Bombus.hortorum,1,transect,26.16,436,A1,perm.mead,CH,18,5,2020,20,Intensive.agriculture,2,218,7.942262098,47.51434879,Schupfart
Trifolium.pratense,Bombus.hortorum,1,transect,26.16,436,A1,perm.mead,CH,18,5,2020,20,Intensive.agriculture,2,218,7.942262098,47.51434879,Schupfart
Trifolium.pratense,Bombus.ruderatus,1,transect,26.16,436,A1,perm.mead,CH,18,5,2020,20,Intensive.agriculture,2,218,7.942262098,47.51434879,Schupfart
Trifolium.pratense,Bombus.hortorum,1,transect,26.16,436,A1,perm.mead,CH,18,5,2020,20,Intensive.agriculture,2,218,7.942262098,47.51434879,Schupfart
Galium.mollugo.aggr,Episyrphus.balteatus,1,transect,26.16,436,A1,perm.mead,CH,18,5,2020,20,Intensive.agriculture,2,218,7.942262098,47.51434879,Schupfart
Trifolium.pratense,Bombus.sylvarum,1,transect,26.16,436,A1,perm.mead,CH,18,5,2020,20,Intensive.agriculture,2,218,7.942262098,47.51434879,Schupfart
Trifolium.pratense,Bombus.sylvarum,1,transect,26.16,436,A1,perm.mead,CH,18,5,2020,20,Intensive.agriculture,2,218,7.942262098,47.51434879,Schupfart
Trifolium.pratense,Bombus.sylvarum,1,transect,26.16,436,A1,perm.mead,CH,18,5,2020,20,Intensive.agriculture,2,218,7.942262098,47.51434879,Schupfart
Trifolium.pratense,Bombus.ruderatus,1,transect,26.16,436,A1,perm.mead,CH,18,5,2020,20,Intensive.agriculture,2,218,7.942262098,47.51434879,Schupfart
Knautia.arvensis,Apis.mellifera,1,transect,26.16,436,A1,perm.mead,CH,18,5,2020,20,Intensive.agriculture,2,218,7.942262098,47.51434879,Schupfart
Salvia.pratensis,Apis.mellifera,1,transect,26.16,436,A1,perm.mead,CH,18,5,2020,20,Intensive.agriculture,2,218,7.942262098,47.51434879,Schupfart
Knautia.arvensis,Apis.mellifera,1,transect,26.16,436,A1,perm.mead,CH,18,5,2020,20,Intensive.agriculture,2,218,7.942262098,47.51434879,Schupfart
Knautia.arvensis,Apis.mellifera,1,transect,26.16,436,A1,perm.mead,CH,18,5,2020,20,Intensive.agriculture,2,218,7.942262098,47.51434879,Schupfart
Knautia.arvensis,Apis.mellifera,1,transect,26.16,436,A1,perm.mead,CH,18,5,2020,20,Intensive.agriculture,2,218,7.942262098,47.51434879,Schupfart
Knautia.arvensis,Apis.mellifera,1,transect,26.16,436,A1,perm.mead,CH,18,5,2020,20,Intensive.agriculture,2,218,7.942262098,47.51434879,Schupfart
Lotus.corniculatus,Apis.mellifera,1,transect,26.16,436,A1,perm.mead,CH,18,5,2020,20,Intensive.agriculture,2,218,7.942262098,47.51434879,Schupfart
Knautia.arvensis,Apis.mellifera,1,transect,26.16,436,A1,perm.mead,CH,18,5,2020,20,Intensive.agriculture,2,218,7.942262098,47.51434879,Schupfart
Knautia.arvensis,Apis.mellifera,1,transect,26.16,436,A1,perm.mead,CH,18,5,2020,20,Intensive.agriculture,2,218,7.942262098,47.51434879,Schupfart
Trifolium.pratense,Bombus.sp,1,transect,26.16,436,A1,perm.mead,CH,18,5,2020,20,Intensive.agriculture,2,218,7.942262098,47.51434879,Schupfart
Knautia.arvensis,Apis.mellifera,1,transect,26.16,436,A1,perm.mead,CH,18,5,2020,20,Intensive.agriculture,2,218,7.942262098,47.51434879,Schupfart
Knautia.arvensis,Apis.mellifera,1,transect,26.16,436,A1,perm.mead,CH,18,5,2020,20,Intensive.agriculture,2,218,7.942262098,47.51434879,Schupfart
Knautia.arvensis,Apis.mellifera,1,transect,26.16,436,A1,perm.mead,CH,18,5,2020,20,Intensive.agriculture,2,218,7.942262098,47.51434879,Schupfart
Knautia.arvensis,Apis.mellifera,1,transect,26.16,436,A1,perm.mead,CH,18,5,2020,20,Intensive.agriculture,2,218,7.942262098,47.51434879,Schupfart
Knautia.arvensis,Apis.mellifera,1,transect,26.16,436,A1,perm.mead,CH,18,5,2020,20,Intensive.agriculture,2,218,7.942262098,47.51434879,Schupfart
Knautia.arvensis,Apis.mellifera,1,transect,26.16,436,A1,perm.mead,CH,18,5,2020,20,Intensive.agriculture,2,218,7.942262098,47.51434879,Schupfart
Knautia.arvensis,Apis.mellifera,1,transect,26.16,436,A1,perm.mead,CH,18,5,2020,20,Intensive.agriculture,2,218,7.942262098,47.51434879,Schupfart
Knautia.arvensis,Apis.mellifera,1,transect,26.16,436,A1,perm.mead,CH,18,5,2020,20,Intensive.agriculture,2,218,7.942262098,47.51434879,Schupfart
Knautia.arvensis,Apis.mellifera,1,transect,26.16,436,A1,perm.mead,CH,18,5,2020,20,Intensive.agriculture,2,218,7.942262098,47.51434879,Schupfart
Knautia.arvensis,Apis.mellifera,1,transect,26.16,436,A1,perm.mead,CH,18,5,2020,20,Intensive.agriculture,2,218,7.942262098,47.51434879,Schupfart
Galium.mollugo.aggr,Apis.mellifera,1,transect,26.16,436,A1,perm.mead,CH,18,5,2020,20,Intensive.agriculture,2,218,7.942262098,47.51434879,Schupfart
Trifolium.pratense,Apis.mellifera,1,transect,26.16,436,A1,perm.mead,CH,18,5,2020,20,Intensive.agriculture,2,218,7.942262098,47.51434879,Schupfart
Knautia.arvensis,Apis.mellifera,1,transect,26.16,436,A1,perm.mead,CH,18,5,2020,20,Intensive.agriculture,2,218,7.942262098,47.51434879,Schupfart
Knautia.arvensis,Apis.mellifera,1,transect,26.16,436,A1,perm.mead,CH,18,5,2020,20,Intensive.agriculture,2,218,7.942262098,47.51434879,Schupfart
Knautia.arvensis,Apis.mellifera,1,transect,26.16,436,A1,perm.mead,CH,18,5,2020,20,Intensive.agriculture,2,218,7.942262098,47.51434879,Schupfart
Knautia.arvensis,Apis.mellifera,1,transect,26.16,436,A1,perm.mead,CH,18,5,2020,20,Intensive.agriculture,2,218,7.942262098,47.51434879,Schupfart
Salvia.pratensis,Apis.mellifera,1,transect,26.16,436,A1,perm.mead,CH,18,5,2020,20,Intensive.agriculture,2,218,7.942262098,47.51434879,Schupfart
Knautia.arvensis,Apis.mellifera,1,transect,26.16,436,A1,perm.mead,CH,18,5,2020,20,Intensive.agriculture,2,218,7.942262098,47.51434879,Schupfart
Knautia.arvensis,Apis.mellifera,1,transect,26.16,436,A1,perm.mead,CH,18,5,2020,20,Intensive.agriculture,2,218,7.942262098,47.51434879,Schupfart
Ranunculus.repens,Melanostoma.mellinum,1,transect,13.2,220,A1,orchard,CH,19,5,2020,25,Intensive.agriculture,4,110,7.942262098,47.51434879,Schupfart
Ranunculus.repens,Episyrphus.balteatus,1,transect,13.2,220,A1,orchard,CH,19,5,2020,25,Intensive.agriculture,4,110,7.942262098,47.51434879,Schupfart
NA,Lasioglossum.malachurum,0,transect,13.2,220,A1,orchard,CH,19,5,2020,25,Intensive.agriculture,4,110,7.942262098,47.51434879,Schupfart
Trifolium.pratense,Bombus.lapidarius,1,transect,51,850,A1,ext.mead,CH,19,5,2020,17,Intensive.agriculture,7,425,7.942262098,47.51434879,Schupfart
Ranunculus.acris,Halictus.eurygnathus,1,transect,51,850,A1,ext.mead,CH,19,5,2020,17,Intensive.agriculture,7,425,7.942262098,47.51434879,Schupfart
Trifolium.pratense,Bombus.sylvarum,1,transect,51,850,A1,ext.mead,CH,19,5,2020,17,Intensive.agriculture,7,425,7.942262098,47.51434879,Schupfart
Crepis.biennis,Andrena.humilis,1,transect,51,850,A1,ext.mead,CH,19,5,2020,17,Intensive.agriculture,7,425,7.942262098,47.51434879,Schupfart
Ranunculus.acris,Cheilosia.albitarsis,1,transect,51,850,A1,ext.mead,CH,19,5,2020,17,Intensive.agriculture,7,425,7.942262098,47.51434879,Schupfart
Trifolium.pratense,Bombus.sylvarum,1,transect,51,850,A1,ext.mead,CH,19,5,2020,17,Intensive.agriculture,7,425,7.942262098,47.51434879,Schupfart
Crepis.biennis,Lasioglossum.pauxillum,1,transect,51,850,A1,ext.mead,CH,19,5,2020,17,Intensive.agriculture,7,425,7.942262098,47.51434879,Schupfart
Vicia.sepium,Eucera.nigrescens,1,transect,51,850,A1,ext.mead,CH,19,5,2020,17,Intensive.agriculture,7,425,7.942262098,47.51434879,Schupfart
Trifolium.pratense,Andrena.ovatula,1,transect,51,850,A1,ext.mead,CH,19,5,2020,17,Intensive.agriculture,7,425,7.942262098,47.51434879,Schupfart
Vicia.sepium,Eucera.nigrescens,1,transect,51,850,A1,ext.mead,CH,19,5,2020,17,Intensive.agriculture,7,425,7.942262098,47.51434879,Schupfart
Vicia.sepium,Bombus.hortorum,1,transect,51,850,A1,ext.mead,CH,19,5,2020,17,Intensive.agriculture,7,425,7.942262098,47.51434879,Schupfart
Vicia.sepium,Bombus.lapidarius,1,transect,51,850,A1,ext.mead,CH,19,5,2020,17,Intensive.agriculture,7,425,7.942262098,47.51434879,Schupfart
Ranunculus.acris,Sphaerophoria.interrupta,1,transect,51,850,A1,ext.mead,CH,19,5,2020,17,Intensive.agriculture,7,425,7.942262098,47.51434879,Schupfart
Ranunculus.acris,Cheilosia.albitarsis,1,transect,51,850,A1,ext.mead,CH,19,5,2020,17,Intensive.agriculture,7,425,7.942262098,47.51434879,Schupfart
Vicia.sepium,Eucera.nigrescens,1,transect,51,850,A1,ext.mead,CH,19,5,2020,17,Intensive.agriculture,7,425,7.942262098,47.51434879,Schupfart
Trifolium.pratense,Bombus.hortorum,1,transect,51,850,A1,ext.mead,CH,19,5,2020,17,Intensive.agriculture,7,425,7.942262098,47.51434879,Schupfart
Vicia.sepium,Bombus.ruderatus,1,transect,51,850,A1,ext.mead,CH,19,5,2020,17,Intensive.agriculture,7,425,7.942262098,47.51434879,Schupfart
Lotus.corniculatus,Bombus.lapidarius,1,transect,51,850,A1,ext.mead,CH,19,5,2020,17,Intensive.agriculture,7,425,7.942262098,47.51434879,Schupfart
Trifolium.pratense,Bombus.ruderatus,1,transect,51,850,A1,ext.mead,CH,19,5,2020,17,Intensive.agriculture,7,425,7.942262098,47.51434879,Schupfart
Trifolium.pratense,Bombus.ruderatus,1,transect,51,850,A1,ext.mead,CH,19,5,2020,17,Intensive.agriculture,7,425,7.942262098,47.51434879,Schupfart
Lotus.corniculatus,Andrena.ovatula,1,transect,51,850,A1,ext.mead,CH,19,5,2020,17,Intensive.agriculture,7,425,7.942262098,47.51434879,Schupfart
Crepis.biennis,Apis.mellifera,1,transect,51,850,A1,ext.mead,CH,19,5,2020,17,Intensive.agriculture,7,425,7.942262098,47.51434879,Schupfart
Crepis.biennis,Apis.mellifera,1,transect,51,850,A1,ext.mead,CH,19,5,2020,17,Intensive.agriculture,7,425,7.942262098,47.51434879,Schupfart
Crepis.biennis,Apis.mellifera,1,transect,51,850,A1,ext.mead,CH,19,5,2020,17,Intensive.agriculture,7,425,7.942262098,47.51434879,Schupfart
Crepis.biennis,Apis.mellifera,1,transect,51,850,A1,ext.mead,CH,19,5,2020,17,Intensive.agriculture,7,425,7.942262098,47.51434879,Schupfart
Knautia.arvensis,Apis.mellifera,1,transect,51,850,A1,ext.mead,CH,19,5,2020,17,Intensive.agriculture,7,425,7.942262098,47.51434879,Schupfart
Knautia.arvensis,Apis.mellifera,1,transect,51,850,A1,ext.mead,CH,19,5,2020,17,Intensive.agriculture,7,425,7.942262098,47.51434879,Schupfart
Knautia.arvensis,Apis.mellifera,1,transect,51,850,A1,ext.mead,CH,19,5,2020,17,Intensive.agriculture,7,425,7.942262098,47.51434879,Schupfart
Crepis.biennis,Apis.mellifera,1,transect,51,850,A1,ext.mead,CH,19,5,2020,17,Intensive.agriculture,7,425,7.942262098,47.51434879,Schupfart
Trifolium.pratense,Bombus.sylvarum,1,transect,27,450,A1,ext.mead,CH,19,5,2020,23,Intensive.agriculture,8,225,7.942262098,47.51434879,Schupfart
Trifolium.pratense,Bombus.ruderatus,1,transect,27,450,A1,ext.mead,CH,19,5,2020,23,Intensive.agriculture,8,225,7.942262098,47.51434879,Schupfart
Trifolium.pratense,Bombus.hortorum,1,transect,27,450,A1,ext.mead,CH,19,5,2020,23,Intensive.agriculture,8,225,7.942262098,47.51434879,Schupfart
Trifolium.pratense,Bombus.ruderarius,1,transect,27,450,A1,ext.mead,CH,19,5,2020,23,Intensive.agriculture,8,225,7.942262098,47.51434879,Schupfart
Leucanthemum.vulgare,Lasioglossum.pauxillum,1,transect,27,450,A1,ext.mead,CH,19,5,2020,23,Intensive.agriculture,8,225,7.942262098,47.51434879,Schupfart
Trifolium.pratense,Eucera.nigrescens,1,transect,27,450,A1,ext.mead,CH,19,5,2020,23,Intensive.agriculture,8,225,7.942262098,47.51434879,Schupfart
Vicia.sepium,Bombus.sylvarum,1,transect,27,450,A1,ext.mead,CH,19,5,2020,23,Intensive.agriculture,8,225,7.942262098,47.51434879,Schupfart
Leucanthemum.vulgare,Lasioglossum.pauxillum,1,transect,27,450,A1,ext.mead,CH,19,5,2020,23,Intensive.agriculture,8,225,7.942262098,47.51434879,Schupfart
Knautia.arvensis,Apis.mellifera,1,transect,27,450,A1,ext.mead,CH,19,5,2020,23,Intensive.agriculture,8,225,7.942262098,47.51434879,Schupfart
Knautia.arvensis,Apis.mellifera,1,transect,27,450,A1,ext.mead,CH,19,5,2020,23,Intensive.agriculture,8,225,7.942262098,47.51434879,Schupfart
Crepis.biennis,Apis.mellifera,1,transect,27,450,A1,ext.mead,CH,19,5,2020,23,Intensive.agriculture,8,225,7.942262098,47.51434879,Schupfart
Crepis.biennis,Apis.mellifera,1,transect,27,450,A1,ext.mead,CH,19,5,2020,23,Intensive.agriculture,8,225,7.942262098,47.51434879,Schupfart
Crepis.biennis,Apis.mellifera,1,transect,27,450,A1,ext.mead,CH,19,5,2020,23,Intensive.agriculture,8,225,7.942262098,47.51434879,Schupfart
Crepis.biennis,Apis.mellifera,1,transect,27,450,A1,ext.mead,CH,19,5,2020,23,Intensive.agriculture,8,225,7.942262098,47.51434879,Schupfart
Crepis.biennis,Apis.mellifera,1,transect,27,450,A1,ext.mead,CH,19,5,2020,23,Intensive.agriculture,8,225,7.942262098,47.51434879,Schupfart
Knautia.arvensis,Apis.mellifera,1,transect,27,450,A1,ext.mead,CH,19,5,2020,23,Intensive.agriculture,8,225,7.942262098,47.51434879,Schupfart
Knautia.arvensis,Apis.mellifera,1,transect,27,450,A1,ext.mead,CH,19,5,2020,23,Intensive.agriculture,8,225,7.942262098,47.51434879,Schupfart
Knautia.arvensis,Apis.mellifera,1,transect,27,450,A1,ext.mead,CH,19,5,2020,23,Intensive.agriculture,8,225,7.942262098,47.51434879,Schupfart
Knautia.arvensis,Apis.mellifera,1,transect,27,450,A1,ext.mead,CH,19,5,2020,23,Intensive.agriculture,8,225,7.942262098,47.51434879,Schupfart
Knautia.arvensis,Apis.mellifera,1,transect,27,450,A1,ext.mead,CH,19,5,2020,23,Intensive.agriculture,8,225,7.942262098,47.51434879,Schupfart
Crepis.biennis,Apis.mellifera,1,transect,27,450,A1,ext.mead,CH,19,5,2020,23,Intensive.agriculture,8,225,7.942262098,47.51434879,Schupfart
Crepis.biennis,Apis.mellifera,1,transect,27,450,A1,ext.mead,CH,19,5,2020,23,Intensive.agriculture,8,225,7.942262098,47.51434879,Schupfart
Crepis.biennis,Apis.mellifera,1,transect,27,450,A1,ext.mead,CH,19,5,2020,23,Intensive.agriculture,8,225,7.942262098,47.51434879,Schupfart
Crepis.biennis,Apis.mellifera,1,transect,27,450,A1,ext.mead,CH,19,5,2020,23,Intensive.agriculture,8,225,7.942262098,47.51434879,Schupfart
Crepis.biennis,Apis.mellifera,1,transect,27,450,A1,ext.mead,CH,19,5,2020,23,Intensive.agriculture,8,225,7.942262098,47.51434879,Schupfart
Crepis.biennis,Apis.mellifera,1,transect,27,450,A1,ext.mead,CH,19,5,2020,23,Intensive.agriculture,8,225,7.942262098,47.51434879,Schupfart
Crepis.biennis,Apis.mellifera,1,transect,27,450,A1,ext.mead,CH,19,5,2020,23,Intensive.agriculture,8,225,7.942262098,47.51434879,Schupfart
Crepis.biennis,Apis.mellifera,1,transect,27,450,A1,ext.mead,CH,19,5,2020,23,Intensive.agriculture,8,225,7.942262098,47.51434879,Schupfart
Trifolium.pratense,Apis.mellifera,1,transect,27,450,A1,ext.mead,CH,19,5,2020,23,Intensive.agriculture,8,225,7.942262098,47.51434879,Schupfart
Trifolium.pratense,Apis.mellifera,1,transect,27,450,A1,ext.mead,CH,19,5,2020,23,Intensive.agriculture,8,225,7.942262098,47.51434879,Schupfart
Knautia.arvensis,Apis.mellifera,1,transect,27,450,A1,ext.mead,CH,19,5,2020,23,Intensive.agriculture,8,225,7.942262098,47.51434879,Schupfart
Knautia.arvensis,Apis.mellifera,1,transect,27,450,A1,ext.mead,CH,19,5,2020,23,Intensive.agriculture,8,225,7.942262098,47.51434879,Schupfart
Knautia.arvensis,Apis.mellifera,1,transect,27,450,A1,ext.mead,CH,19,5,2020,23,Intensive.agriculture,8,225,7.942262098,47.51434879,Schupfart
Knautia.arvensis,Apis.mellifera,1,transect,27,450,A1,ext.mead,CH,19,5,2020,23,Intensive.agriculture,8,225,7.942262098,47.51434879,Schupfart
Knautia.arvensis,Apis.mellifera,1,transect,27,450,A1,ext.mead,CH,19,5,2020,23,Intensive.agriculture,8,225,7.942262098,47.51434879,Schupfart
Crepis.biennis,Apis.mellifera,1,transect,27,450,A1,ext.mead,CH,19,5,2020,23,Intensive.agriculture,8,225,7.942262098,47.51434879,Schupfart
Trifolium.pratense,Apis.mellifera,1,transect,27,450,A1,ext.mead,CH,19,5,2020,23,Intensive.agriculture,8,225,7.942262098,47.51434879,Schupfart
Knautia.arvensis,Apis.mellifera,1,transect,27,450,A1,ext.mead,CH,19,5,2020,23,Intensive.agriculture,8,225,7.942262098,47.51434879,Schupfart
Knautia.arvensis,Apis.mellifera,1,transect,27,450,A1,ext.mead,CH,19,5,2020,23,Intensive.agriculture,8,225,7.942262098,47.51434879,Schupfart
Knautia.arvensis,Apis.mellifera,1,transect,27,450,A1,ext.mead,CH,19,5,2020,23,Intensive.agriculture,8,225,7.942262098,47.51434879,Schupfart
Knautia.arvensis,Apis.mellifera,1,transect,27,450,A1,ext.mead,CH,19,5,2020,23,Intensive.agriculture,8,225,7.942262098,47.51434879,Schupfart
Knautia.arvensis,Apis.mellifera,1,transect,27,450,A1,ext.mead,CH,19,5,2020,23,Intensive.agriculture,8,225,7.942262098,47.51434879,Schupfart
Knautia.arvensis,Apis.mellifera,1,transect,27,450,A1,ext.mead,CH,19,5,2020,23,Intensive.agriculture,8,225,7.942262098,47.51434879,Schupfart
Knautia.arvensis,Apis.mellifera,1,transect,27,450,A1,ext.mead,CH,19,5,2020,23,Intensive.agriculture,8,225,7.942262098,47.51434879,Schupfart
Knautia.arvensis,Apis.mellifera,1,transect,27,450,A1,ext.mead,CH,19,5,2020,23,Intensive.agriculture,8,225,7.942262098,47.51434879,Schupfart
Knautia.arvensis,Apis.mellifera,1,transect,27,450,A1,ext.mead,CH,19,5,2020,23,Intensive.agriculture,8,225,7.942262098,47.51434879,Schupfart
Stachys.sylvatica,Bombus.hortorum,1,transect,37.2,620,A2,forest,CH,1,6,2020,,Intensive.agriculture,1,310,8.273310475,47.54644624,Endingen
Sambucus.nigra,Eupeodes.lapponicus,1,transect,37.2,620,A2,forest,CH,1,6,2020,,Intensive.agriculture,1,310,8.273310475,47.54644624,Endingen
Prunella.vulgaris,Bombus.humilis,1,transect,69,1150,A2,ext.mead,CH,1,6,2020,16,Intensive.agriculture,2,575,8.273310475,47.54644624,Endingen
Prunella.vulgaris,Bombus.subterraneus,1,transect,69,1150,A2,ext.mead,CH,1,6,2020,16,Intensive.agriculture,2,575,8.273310475,47.54644624,Endingen
Picris.hieracioides,Lasioglossum.villosulum,1,transect,69,1150,A2,ext.mead,CH,1,6,2020,16,Intensive.agriculture,2,575,8.273310475,47.54644624,Endingen
Lathyrus.pratensis,Bombus.pascuorum,1,transect,69,1150,A2,ext.mead,CH,1,6,2020,16,Intensive.agriculture,2,575,8.273310475,47.54644624,Endingen
Medicago.lupulina,Andrena.ovatula,1,transect,69,1150,A2,ext.mead,CH,1,6,2020,16,Intensive.agriculture,2,575,8.273310475,47.54644624,Endingen
Prunella.vulgaris,Bombus.subterraneus,1,transect,69,1150,A2,ext.mead,CH,1,6,2020,,Intensive.agriculture,2,575,8.273310475,47.54644624,Endingen
Lathyrus.pratensis,Bombus.pascuorum,1,transect,69,1150,A2,ext.mead,CH,1,6,2020,,Intensive.agriculture,2,575,8.273310475,47.54644624,Endingen
Salvia.pratensis,Bombus.hortorum,1,transect,69,1150,A2,ext.mead,CH,26,5,2020,21,Intensive.agriculture,2,575,8.273310475,47.54644624,Endingen
Centaurea.jacea,Lasioglossum.malachurum,1,transect,69,1150,A2,ext.mead,CH,1,6,2020,16,Intensive.agriculture,2,575,8.273310475,47.54644624,Endingen
Vicia.sepium,Bombus.hortorum,1,transect,69,1150,A2,ext.mead,CH,26,5,2020,21,Intensive.agriculture,2,575,8.273310475,47.54644624,Endingen
Onobrychis.viciifolia,Bombus.ruderatus,1,transect,69,1150,A2,ext.mead,CH,1,6,2020,16,Intensive.agriculture,2,575,8.273310475,47.54644624,Endingen
