ID,Flower.species,Type,Country,Period,Date,Site,Landuse,Habitat.EUNIS,Habitat.Detailed,Transect,Subtransect,Plot.ID,Plot.location,Flower.genus,Flower.family,Nr.inflorescences.per.plot,Inflorescence.Type.counted
4394,Veronica.arvensis,Wild,FR,A,21/04/2021,FR_VDI,Urban,Park.lawns,Park.lawns,2,1,3,ground,Veronica,Plantaginaceae,15,single.flower
4397,Veronica.arvensis,Wild,FR,A,21/04/2021,FR_VDI,Urban,Park.lawns,Park.lawns,2,3,5,ground,Veronica,Plantaginaceae,5,single.flower
4406,Veronica.arvensis,Wild,FR,A,21/04/2021,FR_VDI,Urban,Park.lawns,Park.lawns,2,1,1,ground,Veronica,Plantaginaceae,12,single.flower
4410,Veronica.arvensis,Wild,FR,A,21/04/2021,FR_VDI,Urban,Park.lawns,Park.lawns,2,3,1,ground,Veronica,Plantaginaceae,20,single.flower
4411,Veronica.arvensis,Wild,FR,A,21/04/2021,FR_VDI,Urban,Small.scale.ornamental.and.domestic.garden.areas,Garden,1,4,1,ground,Veronica,Plantaginaceae,23,single.flower
4415,Veronica.arvensis,Wild,FR,A,21/04/2021,FR_VDI,Urban,Small.scale.ornamental.and.domestic.garden.areas,Garden,1,5,1,ground,Veronica,Plantaginaceae,20,single.flower
4466,Veronica.persica,Wild,FR,A,21/04/2021,FR_VDI,Urban,Park.lawns,Park.lawns,2,3,5,ground,Veronica,Plantaginaceae,2,single.flower
4474,Veronica.persica,Wild,FR,A,21/04/2021,FR_VDI,Urban,Park.lawns,Park.lawns,2,5,1,ground,Veronica,Plantaginaceae,14,single.flower
4497,Veronica.persica,Wild,FR,A,21/04/2021,FR_VDI,Urban,Park.lawns,Park.lawns,2,1,1,ground,Veronica,Plantaginaceae,1,single.flower
4507,Veronica.persica,Wild,FR,A,21/04/2021,FR_VDI,Urban,Park.lawns,Park.lawns,2,3,1,ground,Veronica,Plantaginaceae,28,single.flower
4526,Veronica.persica,Wild,FR,A,21/04/2021,FR_VDI,Urban,Small.scale.ornamental.and.domestic.garden.areas,Garden,1,5,1,ground,Veronica,Plantaginaceae,10,single.flower
4541,Veronica.persica,Wild,FR,A,21/04/2021,FR_VDI,Urban,Small.scale.ornamental.and.domestic.garden.areas,Garden,1,4,1,ground,Veronica,Plantaginaceae,27,single.flower
4543,Veronica.persica,Wild,FR,A,21/04/2021,FR_VDI,Urban,Small.scale.ornamental.and.domestic.garden.areas,Garden,1,2,1,ground,Veronica,Plantaginaceae,1,single.flower
4700,Viola.sp,Wild,FR,A,21/04/2021,FR_VDI,Urban,Small.scale.ornamental.and.domestic.garden.areas,Garden,1,3,1,ground,Viola,Violaceae,1,single.flower
231,Anthyllis.vulneraria,Wild,FR,A,27/04/2021,FR_VNU,Urban,Park.lawns,Park.lawns,1,3,2,ground,Anthyllis,Fabaceae,28,flower.head
307,Bellis.perennis,Wild,FR,A,27/04/2021,FR_VNU,Urban,Park.lawns,Park.lawns,1,2,6,ground,Bellis,Asteraceae,150,capitulum
311,Bellis.perennis,Wild,FR,A,27/04/2021,FR_VNU,Urban,Park.lawns,Park.lawns,1,3,3,ground,Bellis,Asteraceae,159,capitulum
343,Bellis.perennis,Wild,FR,A,27/04/2021,FR_VNU,Urban,Park.lawns,Park.lawns,1,3,2,ground,Bellis,Asteraceae,4,capitulum
369,Bellis.perennis,Wild,FR,A,27/04/2021,FR_VNU,Urban,Park.lawns,Park.lawns,1,2,5,ground,Bellis,Asteraceae,57,capitulum
371,Bellis.perennis,Wild,FR,A,27/04/2021,FR_VNU,Urban,Park.lawns,Park.lawns,1,2,1,ground,Bellis,Asteraceae,61,capitulum
376,Bellis.perennis,Wild,FR,A,27/04/2021,FR_VNU,Urban,Park.lawns,Park.lawns,1,1,2,ground,Bellis,Asteraceae,5,capitulum
379,Bellis.perennis,Wild,FR,A,27/04/2021,FR_VNU,Urban,Park.lawns,Park.lawns,1,1,1,ground,Bellis,Asteraceae,50,capitulum
385,Bellis.perennis,Wild,FR,A,27/04/2021,FR_VNU,Urban,Park.lawns,Park.lawns,1,2,3,ground,Bellis,Asteraceae,150,capitulum
1006,Crepis.sp,Wild,FR,A,27/04/2021,FR_VNU,Urban,Park.lawns,Park.lawns,1,2,3,ground,Crepis,Asteraceae,30,capitulum
1019,Crepis.sp,Wild,FR,A,27/04/2021,FR_VNU,Urban,Small.scale.ornamental.and.domestic.garden.areas,Garden,2,1,1,ground,Crepis,Asteraceae,2,capitulum
1042,Cydonia.sp,Ornamental,FR,A,27/04/2021,FR_VNU,Urban,Small.scale.ornamental.and.domestic.garden.areas,Garden,2,1,3,shrub,Cydonia,Rosaceae,250,single.flower
1090,Draba.verna,Wild,FR,A,27/04/2021,FR_VNU,Urban,Park.lawns,Park.lawns,1,2,5,ground,Draba,Brassicaceae,12,flower.head
1145,Erodium.cicutarium,Wild,FR,A,27/04/2021,FR_VNU,Urban,Park.lawns,Park.lawns,1,2,1,ground,Erodium,Geraniaceae,54,single.flower
1612,Geranium.molle,Wild,FR,A,27/04/2021,FR_VNU,Urban,Park.lawns,Park.lawns,1,2,1,ground,Geranium,Geraniaceae,46,single.flower
1634,Geranium.molle,Wild,FR,A,27/04/2021,FR_VNU,Urban,Park.lawns,Park.lawns,1,1,1,ground,Geranium,Geraniaceae,2,single.flower
1642,Geranium.molle,Wild,FR,A,27/04/2021,FR_VNU,Urban,Park.lawns,Park.lawns,1,3,1,ground,Geranium,Geraniaceae,25,single.flower
1643,Geranium.molle,Wild,FR,A,27/04/2021,FR_VNU,Urban,Park.lawns,Park.lawns,1,2,3,ground,Geranium,Geraniaceae,48,single.flower
1645,Geranium.molle,Wild,FR,A,27/04/2021,FR_VNU,Urban,Park.lawns,Park.lawns,1,2,5,ground,Geranium,Geraniaceae,34,single.flower
1648,Geranium.molle,Wild,FR,A,27/04/2021,FR_VNU,Urban,Park.lawns,Park.lawns,1,2,6,ground,Geranium,Geraniaceae,33,single.flower
2027,Hieracium.sp,Wild,FR,A,27/04/2021,FR_VNU,Urban,Park.lawns,Park.lawns,1,3,1,ground,Hieracium,Asteraceae,4,capitulum
2173,Lamium.purpureum,Wild,FR,A,27/04/2021,FR_VNU,Urban,Small.scale.ornamental.and.domestic.garden.areas,Garden,2,1,1,ground,Lamium,Lamiaceae,10,whorl
2177,Lamium.purpureum,Wild,FR,A,27/04/2021,FR_VNU,Urban,Small.scale.ornamental.and.domestic.garden.areas,Garden,2,1,2,ground,Lamium,Lamiaceae,21,whorl
2383,Medicago.arabica,Wild,FR,A,27/04/2021,FR_VNU,Urban,Park.lawns,Park.lawns,1,2,5,ground,Medicago,Fabaceae,90,flower.head
2487,Muscari.neglectum,Ornamental,FR,A,27/04/2021,FR_VNU,Urban,Park.lawns,Park.lawns,1,2,5,ground,Muscari,Asparagaceae,3,flower.head
2491,Muscari.neglectum,Ornamental,FR,A,27/04/2021,FR_VNU,Urban,Park.lawns,Park.lawns,1,2,1,ground,Muscari,Asparagaceae,4,flower.head
2493,Muscari.neglectum,Ornamental,FR,A,27/04/2021,FR_VNU,Urban,Park.lawns,Park.lawns,1,2,6,ground,Muscari,Asparagaceae,2,flower.head
2520,Myosotis.sp,Ornamental,FR,A,27/04/2021,FR_VNU,Urban,Park.lawns,Park.lawns,1,1,2,ground,Myosotis,Boraginaceae,150,cyme
3247,Ribes.nigrum.andega,Ornamental,FR,A,27/04/2021,FR_VNU,Urban,Park.lawns,Park.lawns,1,2,2,shrub,Ribes,Grossulariaceae,150,raceme
3248,Ribes.nigrum.blackdown,Ornamental,FR,A,27/04/2021,FR_VNU,Urban,Park.lawns,Park.lawns,1,2,4,shrub,Ribes,Grossulariaceae,250,raceme
3469,Scandix.pecten-veneris,Wild,FR,A,27/04/2021,FR_VNU,Urban,Bare.tilled.fallow.or.recently.abandoned.arable.land,Fallow,3,1,2,ground,Scandix,Apiaceae,58,umbel
3470,Scandix.pecten-veneris,Wild,FR,A,27/04/2021,FR_VNU,Urban,Bare.tilled.fallow.or.recently.abandoned.arable.land,Fallow,3,1,1,ground,Scandix,Apiaceae,2,umbel
3484,Senecio.vulgaris,Wild,FR,A,27/04/2021,FR_VNU,Urban,Small.scale.ornamental.and.domestic.garden.areas,Garden,2,1,2,ground,Senecio,Asteraceae,8,capitulum
3523,Sherardia.arvensis,Wild,FR,A,27/04/2021,FR_VNU,Urban,Park.lawns,Park.lawns,1,1,1,ground,Sherardia,Rubiaceae,128,flower.head
3526,Sherardia.arvensis,Wild,FR,A,27/04/2021,FR_VNU,Urban,Park.lawns,Park.lawns,1,2,1,ground,Sherardia,Rubiaceae,16,flower.head
3530,Sherardia.arvensis,Wild,FR,A,27/04/2021,FR_VNU,Urban,Park.lawns,Park.lawns,1,3,1,ground,Sherardia,Rubiaceae,4,flower.head
3556,Sinapis.sp,Crop,FR,A,27/04/2021,FR_VNU,Urban,Bare.tilled.fallow.or.recently.abandoned.arable.land,Fallow,3,1,2,ground,Sinapis,Brassicaceae,20,flower.head
3790,Taraxacum.officinale,Wild,FR,A,27/04/2021,FR_VNU,Urban,Park.lawns,Park.lawns,1,2,1,ground,Taraxacum,Asteraceae,13,capitulum
3807,Taraxacum.officinale,Wild,FR,A,27/04/2021,FR_VNU,Urban,Park.lawns,Park.lawns,1,2,5,ground,Taraxacum,Asteraceae,1,capitulum
3816,Taraxacum.officinale,Wild,FR,A,27/04/2021,FR_VNU,Urban,Park.lawns,Park.lawns,1,2,3,ground,Taraxacum,Asteraceae,3,capitulum
3818,Taraxacum.officinale,Wild,FR,A,27/04/2021,FR_VNU,Urban,Park.lawns,Park.lawns,1,2,6,ground,Taraxacum,Asteraceae,21,capitulum
3833,Taraxacum.officinale,Wild,FR,A,27/04/2021,FR_VNU,Urban,Park.lawns,Park.lawns,1,1,1,ground,Taraxacum,Asteraceae,6,capitulum
3837,Taraxacum.officinale,Wild,FR,A,27/04/2021,FR_VNU,Urban,Park.lawns,Park.lawns,1,1,2,ground,Taraxacum,Asteraceae,7,capitulum
3919,Taraxacum.officinale,Wild,FR,A,27/04/2021,FR_VNU,Urban,Park.lawns,Park.lawns,1,3,3,ground,Taraxacum,Asteraceae,7,capitulum
4336,Valerianella.sp,Wild,FR,A,27/04/2021,FR_VNU,Urban,Park.lawns,Park.lawns,1,2,3,ground,Valerianella,Caprifoliaceae,22,umbel
4337,Valerianella.sp,Wild,FR,A,27/04/2021,FR_VNU,Urban,Park.lawns,Park.lawns,1,2,6,ground,Valerianella,Caprifoliaceae,4,umbel
4339,Veronica.arvensis,Wild,FR,A,27/04/2021,FR_VNU,Urban,Park.lawns,Park.lawns,1,3,3,ground,Veronica,Plantaginaceae,21,single.flower
4350,Veronica.arvensis,Wild,FR,A,27/04/2021,FR_VNU,Urban,Small.scale.ornamental.and.domestic.garden.areas,Garden,2,1,1,ground,Veronica,Plantaginaceae,70,single.flower
4369,Veronica.arvensis,Wild,FR,A,27/04/2021,FR_VNU,Urban,Small.scale.ornamental.and.domestic.garden.areas,Garden,2,1,2,ground,Veronica,Plantaginaceae,1,single.flower
4395,Veronica.arvensis,Wild,FR,A,27/04/2021,FR_VNU,Urban,Park.lawns,Park.lawns,1,2,1,ground,Veronica,Plantaginaceae,5,single.flower
4398,Veronica.arvensis,Wild,FR,A,27/04/2021,FR_VNU,Urban,Park.lawns,Park.lawns,1,2,6,ground,Veronica,Plantaginaceae,550,single.flower
4403,Veronica.arvensis,Wild,FR,A,27/04/2021,FR_VNU,Urban,Park.lawns,Park.lawns,1,3,1,ground,Veronica,Plantaginaceae,1,single.flower
4427,Veronica.chamaedrys,Wild,FR,A,27/04/2021,FR_VNU,Urban,Park.lawns,Park.lawns,1,3,3,ground,Veronica,Plantaginaceae,77,single.flower
4457,Veronica.persica,Wild,FR,A,27/04/2021,FR_VNU,Urban,Park.lawns,Park.lawns,1,2,1,ground,Veronica,Plantaginaceae,3,single.flower
4459,Veronica.persica,Wild,FR,A,27/04/2021,FR_VNU,Urban,Bare.tilled.fallow.or.recently.abandoned.arable.land,Fallow,3,1,1,ground,Veronica,Plantaginaceae,6,single.flower
4467,Veronica.persica,Wild,FR,A,27/04/2021,FR_VNU,Urban,Park.lawns,Park.lawns,1,2,5,ground,Veronica,Plantaginaceae,4,single.flower
4468,Veronica.persica,Wild,FR,A,27/04/2021,FR_VNU,Urban,Park.lawns,Park.lawns,1,2,3,ground,Veronica,Plantaginaceae,2,single.flower
4473,Veronica.persica,Wild,FR,A,27/04/2021,FR_VNU,Urban,Small.scale.ornamental.and.domestic.garden.areas,Garden,2,1,2,ground,Veronica,Plantaginaceae,1,single.flower
4477,Veronica.persica,Wild,FR,A,27/04/2021,FR_VNU,Urban,Park.lawns,Park.lawns,1,2,6,ground,Veronica,Plantaginaceae,1,single.flower
4504,Veronica.persica,Wild,FR,A,27/04/2021,FR_VNU,Urban,Park.lawns,Park.lawns,1,3,2,ground,Veronica,Plantaginaceae,1,single.flower
4639,Vinca.major,Ornamental,FR,A,27/04/2021,FR_VNU,Urban,Small.scale.ornamental.and.domestic.garden.areas,Garden,2,1,2,ground,Vinca,Apocynaceae,4,single.flower
4714,Viola.sp,Wild,FR,A,27/04/2021,FR_VNU,Urban,Park.lawns,Park.lawns,1,2,6,ground,Viola,Violaceae,1,single.flower
75,Acer.sp,Wild,FR,A,20/04/2021,FR_VQU,Urban,Small.scale.ornamental.and.domestic.garden.areas,Garden,1,2,1,ground,Acer,Sapindaceae,1,flower.head
315,Bellis.perennis,Wild,FR,A,20/04/2021,FR_VQU,Urban,Small.scale.ornamental.and.domestic.garden.areas,Garden,1,1,1,ground,Bellis,Asteraceae,52,capitulum
328,Bellis.perennis,Wild,FR,A,20/04/2021,FR_VQU,Urban,Park.lawns,Park.lawns,2,1,3,ground,Bellis,Asteraceae,150,capitulum
353,Bellis.perennis,Wild,FR,A,20/04/2021,FR_VQU,Urban,Park.lawns,Park.lawns,2,2,1,ground,Bellis,Asteraceae,83,capitulum
363,Bellis.perennis,Wild,FR,A,20/04/2021,FR_VQU,Urban,Park.lawns,Park.lawns,2,2,2,ground,Bellis,Asteraceae,150,capitulum
366,Bellis.perennis,Wild,FR,A,20/04/2021,FR_VQU,Urban,Park.lawns,Park.lawns,2,3,1,ground,Bellis,Asteraceae,90,capitulum
383,Bellis.perennis,Wild,FR,A,20/04/2021,FR_VQU,Urban,Small.scale.ornamental.and.domestic.garden.areas,Garden,1,2,1,ground,Bellis,Asteraceae,35,capitulum
384,Bellis.perennis,Wild,FR,A,20/04/2021,FR_VQU,Urban,Small.scale.ornamental.and.domestic.garden.areas,Garden,1,3,1,ground,Bellis,Asteraceae,48,capitulum
394,Bellis.perennis,Wild,FR,A,20/04/2021,FR_VQU,Urban,Pavements.and.recreation.areas,Gravel.sidewalk,3,1,1,ground,Bellis,Asteraceae,16,capitulum
396,Bellis.perennis,Wild,FR,A,20/04/2021,FR_VQU,Urban,Park.lawns,Park.lawns,2,1,1,ground,Bellis,Asteraceae,25,capitulum
400,Bellis.perennis,Wild,FR,A,20/04/2021,FR_VQU,Urban,Park.lawns,Park.lawns,2,3,3,ground,Bellis,Asteraceae,750,capitulum
473,Cardamine.hirsuta,Wild,FR,A,20/04/2021,FR_VQU,Urban,Small.scale.ornamental.and.domestic.garden.areas,Garden,1,4,1,ground,Cardamine,Brassicaceae,15,single.flower
594,Cerastium.sp,Wild,FR,A,20/04/2021,FR_VQU,Urban,Pavements.and.recreation.areas,Gravel.sidewalk,3,1,1,ground,Cerastium,Caryophyllaceae,1,single.flower
1040,Cydonia.oblonga,Ornamental,FR,A,20/04/2021,FR_VQU,Urban,Small.scale.ornamental.and.domestic.garden.areas,Garden,1,5,1,ground,Cydonia,Rosaceae,150,single.flower
1092,Draba.verna,Wild,FR,A,20/04/2021,FR_VQU,Urban,Park.lawns,Park.lawns,2,2,2,ground,Draba,Brassicaceae,2,flower.head
1147,Erodium.cicutarium,Wild,FR,A,20/04/2021,FR_VQU,Urban,Park.lawns,Park.lawns,2,3,1,ground,Erodium,Geraniaceae,13,single.flower
1156,Erodium.cicutarium,Wild,FR,A,20/04/2021,FR_VQU,Urban,Pavements.and.recreation.areas,Gravel.sidewalk,3,1,1,ground,Erodium,Geraniaceae,1,single.flower
1777,Glechoma.hederacea,Wild,FR,A,20/04/2021,FR_VQU,Urban,Park.lawns,Park.lawns,2,1,1,ground,Glechoma,Lamiaceae,150,single.flower
1790,Glechoma.hederacea,Wild,FR,A,20/04/2021,FR_VQU,Urban,Small.scale.ornamental.and.domestic.garden.areas,Garden,1,2,1,ground,Glechoma,Lamiaceae,70,single.flower
2372,Medicago.arabica,Wild,FR,A,20/04/2021,FR_VQU,Urban,Park.lawns,Park.lawns,2,3,1,ground,Medicago,Fabaceae,7,flower.head
2489,Muscari.neglectum,Ornamental,FR,A,20/04/2021,FR_VQU,Urban,Small.scale.ornamental.and.domestic.garden.areas,Garden,1,3,1,ground,Muscari,Asparagaceae,2,flower.head
2492,Muscari.neglectum,Ornamental,FR,A,20/04/2021,FR_VQU,Urban,Small.scale.ornamental.and.domestic.garden.areas,Garden,1,5,1,ground,Muscari,Asparagaceae,5,flower.head
2603,Photinia.serrulata,Ornamental,FR,A,20/04/2021,FR_VQU,Urban,Park.lawns,Park.lawns,2,3,2,shrub,Photinia,Rosaceae,92,umbel
2829,Plantago.major,Wild,FR,A,20/04/2021,FR_VQU,Urban,Park.lawns,Park.lawns,2,3,3,ground,Plantago,Plantaginaceae,1,flower.head
2978,Primula.vulgaris,Ornamental,FR,A,20/04/2021,FR_VQU,Urban,Small.scale.ornamental.and.domestic.garden.areas,Garden,1,2,1,ground,Primula,Primulaceae,1,single.flower
2980,Primula.vulgaris,Ornamental,FR,A,20/04/2021,FR_VQU,Urban,Small.scale.ornamental.and.domestic.garden.areas,Garden,1,3,1,ground,Primula,Primulaceae,23,single.flower
3054,Prunus.cerasus,Ornamental,FR,A,20/04/2021,FR_VQU,Urban,Small.scale.ornamental.and.domestic.garden.areas,Garden,1,2,2,shrub,Prunus,Rosaceae,1500,single.flower
3506,Senecio.vulgaris,Wild,FR,A,20/04/2021,FR_VQU,Urban,Small.scale.ornamental.and.domestic.garden.areas,Garden,1,3,1,ground,Senecio,Asteraceae,1,capitulum
3704,Stellaria.media,Wild,FR,A,20/04/2021,FR_VQU,Urban,Park.lawns,Park.lawns,2,3,3,ground,Stellaria,Caryophyllaceae,5,single.flower
3722,Stellaria.media,Wild,FR,A,20/04/2021,FR_VQU,Urban,Small.scale.ornamental.and.domestic.garden.areas,Garden,1,4,1,ground,Stellaria,Caryophyllaceae,52,single.flower
3738,Syringia.vulgaris,Ornamental,FR,A,20/04/2021,FR_VQU,Urban,Small.scale.ornamental.and.domestic.garden.areas,Garden,1,4,2,shrub,Syringia,Oleaceae,150,flower.head
3759,Taraxacum.officinale,Wild,FR,A,20/04/2021,FR_VQU,Urban,Park.lawns,Park.lawns,2,3,3,ground,Taraxacum,Asteraceae,20,capitulum
3761,Taraxacum.officinale,Wild,FR,A,20/04/2021,FR_VQU,Urban,Park.lawns,Park.lawns,2,3,1,ground,Taraxacum,Asteraceae,13,capitulum
3771,Taraxacum.officinale,Wild,FR,A,20/04/2021,FR_VQU,Urban,Park.lawns,Park.lawns,2,2,2,ground,Taraxacum,Asteraceae,31,capitulum
3773,Taraxacum.officinale,Wild,FR,A,20/04/2021,FR_VQU,Urban,Pavements.and.recreation.areas,Gravel.sidewalk,3,1,1,ground,Taraxacum,Asteraceae,9,capitulum
3798,Taraxacum.officinale,Wild,FR,A,20/04/2021,FR_VQU,Urban,Park.lawns,Park.lawns,2,2,1,ground,Taraxacum,Asteraceae,19,capitulum
3800,Taraxacum.officinale,Wild,FR,A,20/04/2021,FR_VQU,Urban,Park.lawns,Park.lawns,2,1,1,ground,Taraxacum,Asteraceae,16,capitulum
3825,Taraxacum.officinale,Wild,FR,A,20/04/2021,FR_VQU,Urban,Park.lawns,Park.lawns,2,1,3,ground,Taraxacum,Asteraceae,33,capitulum
3867,Taraxacum.officinale,Wild,FR,A,20/04/2021,FR_VQU,Urban,Small.scale.ornamental.and.domestic.garden.areas,Garden,1,3,1,ground,Taraxacum,Asteraceae,2,capitulum
3950,Taraxacum.officinale,Wild,FR,A,20/04/2021,FR_VQU,Urban,Small.scale.ornamental.and.domestic.garden.areas,Garden,1,1,1,ground,Taraxacum,Asteraceae,2,capitulum
3953,Taraxacum.officinale,Wild,FR,A,20/04/2021,FR_VQU,Urban,Small.scale.ornamental.and.domestic.garden.areas,Garden,1,2,1,ground,Taraxacum,Asteraceae,2,capitulum
4344,Veronica.arvensis,Wild,FR,A,20/04/2021,FR_VQU,Urban,Park.lawns,Park.lawns,2,3,1,ground,Veronica,Plantaginaceae,55,single.flower
4346,Veronica.arvensis,Wild,FR,A,20/04/2021,FR_VQU,Urban,Park.lawns,Park.lawns,2,1,3,ground,Veronica,Plantaginaceae,3,single.flower
4357,Veronica.arvensis,Wild,FR,A,20/04/2021,FR_VQU,Urban,Park.lawns,Park.lawns,2,2,1,ground,Veronica,Plantaginaceae,20,single.flower
4365,Veronica.arvensis,Wild,FR,A,20/04/2021,FR_VQU,Urban,Small.scale.ornamental.and.domestic.garden.areas,Garden,1,4,1,ground,Veronica,Plantaginaceae,2,single.flower
4371,Veronica.arvensis,Wild,FR,A,20/04/2021,FR_VQU,Urban,Small.scale.ornamental.and.domestic.garden.areas,Garden,1,3,1,ground,Veronica,Plantaginaceae,41,single.flower
4382,Veronica.arvensis,Wild,FR,A,20/04/2021,FR_VQU,Urban,Park.lawns,Park.lawns,2,2,2,ground,Veronica,Plantaginaceae,27,single.flower
4400,Veronica.arvensis,Wild,FR,A,20/04/2021,FR_VQU,Urban,Park.lawns,Park.lawns,2,3,3,ground,Veronica,Plantaginaceae,39,single.flower
4515,Veronica.persica,Wild,FR,A,20/04/2021,FR_VQU,Urban,Small.scale.ornamental.and.domestic.garden.areas,Garden,1,3,1,ground,Veronica,Plantaginaceae,4,single.flower
4525,Veronica.persica,Wild,FR,A,20/04/2021,FR_VQU,Urban,Park.lawns,Park.lawns,2,2,1,ground,Veronica,Plantaginaceae,2,single.flower
4527,Veronica.persica,Wild,FR,A,20/04/2021,FR_VQU,Urban,Park.lawns,Park.lawns,2,3,3,ground,Veronica,Plantaginaceae,5,single.flower
4537,Veronica.persica,Wild,FR,A,20/04/2021,FR_VQU,Urban,Small.scale.ornamental.and.domestic.garden.areas,Garden,1,4,1,ground,Veronica,Plantaginaceae,19,single.flower
4642,Vinca.minor,Ornamental,FR,A,20/04/2021,FR_VQU,Urban,Small.scale.ornamental.and.domestic.garden.areas,Garden,1,5,2,ground,Vinca,Apocynaceae,10,single.flower
1386,Galium.aparine,Wild,FR,B,25/05/2021,FR_V02,Intensive.agriculture,Intensive.unmixed.crops,Vicia.faba.Triticum.aestivum,1,5,1,ground,Galium,Rubiaceae,7,cyme
1395,Galium.aparine,Wild,FR,B,25/05/2021,FR_V02,Intensive.agriculture,Intensive.unmixed.crops,Vicia.faba.Triticum.aestivum,1,5,2,ground,Galium,Rubiaceae,31,cyme
1398,Galium.aparine,Wild,FR,B,25/05/2021,FR_V02,Intensive.agriculture,Intensive.unmixed.crops,Vicia.faba.Triticum.aestivum,1,5,3,ground,Galium,Rubiaceae,14,cyme
1409,Galium.aparine,Wild,FR,B,25/05/2021,FR_V02,Intensive.agriculture,Intensive.unmixed.crops,Vicia.faba.Triticum.aestivum,1,4,4,ground,Galium,Rubiaceae,67,cyme
1417,Galium.aparine,Wild,FR,B,25/05/2021,FR_V02,Intensive.agriculture,Intensive.unmixed.crops,Vicia.faba.Triticum.aestivum,1,1,4,ground,Galium,Rubiaceae,1,cyme
1419,Galium.aparine,Wild,FR,B,25/05/2021,FR_V02,Intensive.agriculture,Intensive.unmixed.crops,Vicia.faba.Triticum.aestivum,1,3,3,ground,Galium,Rubiaceae,4,cyme
1422,Galium.aparine,Wild,FR,B,25/05/2021,FR_V02,Intensive.agriculture,Intensive.unmixed.crops,Vicia.faba.Triticum.aestivum,1,4,3,ground,Galium,Rubiaceae,9,cyme
1443,Galium.aparine,Wild,FR,B,25/05/2021,FR_V02,Intensive.agriculture,Intensive.unmixed.crops,Vicia.faba.Triticum.aestivum,1,4,2,ground,Galium,Rubiaceae,5,cyme
1445,Galium.aparine,Wild,FR,B,25/05/2021,FR_V02,Intensive.agriculture,Intensive.unmixed.crops,Vicia.faba.Triticum.aestivum,1,1,1,ground,Galium,Rubiaceae,6,cyme
3567,Sinapis.sp,Crop,FR,B,25/05/2021,FR_V02,Intensive.agriculture,Intensive.unmixed.crops,Vicia.faba.Triticum.aestivum,1,4,2,ground,Sinapis,Brassicaceae,1,single.flower
3568,Sinapis.sp,Crop,FR,B,25/05/2021,FR_V02,Intensive.agriculture,Intensive.unmixed.crops,Vicia.faba.Triticum.aestivum,1,5,1,ground,Sinapis,Brassicaceae,8,single.flower
3571,Sinapis.sp,Crop,FR,B,25/05/2021,FR_V02,Intensive.agriculture,Intensive.unmixed.crops,Vicia.faba.Triticum.aestivum,1,1,2,ground,Sinapis,Brassicaceae,1,single.flower
3573,Sinapis.sp,Crop,FR,B,25/05/2021,FR_V02,Intensive.agriculture,Intensive.unmixed.crops,Vicia.faba.Triticum.aestivum,1,4,4,ground,Sinapis,Brassicaceae,8,single.flower
3574,Sinapis.sp,Crop,FR,B,25/05/2021,FR_V02,Intensive.agriculture,Intensive.unmixed.crops,Vicia.faba.Triticum.aestivum,1,2,2,ground,Sinapis,Brassicaceae,2,single.flower
3577,Sinapis.sp,Crop,FR,B,25/05/2021,FR_V02,Intensive.agriculture,Intensive.unmixed.crops,Vicia.faba.Triticum.aestivum,1,1,4,ground,Sinapis,Brassicaceae,10,single.flower
3580,Sinapis.sp,Crop,FR,B,25/05/2021,FR_V02,Intensive.agriculture,Intensive.unmixed.crops,Vicia.faba.Triticum.aestivum,1,2,1,ground,Sinapis,Brassicaceae,1,single.flower
3582,Sinapis.sp,Crop,FR,B,25/05/2021,FR_V02,Intensive.agriculture,Intensive.unmixed.crops,Vicia.faba.Triticum.aestivum,1,1,1,ground,Sinapis,Brassicaceae,2,single.flower
3583,Sinapis.sp,Crop,FR,B,25/05/2021,FR_V02,Intensive.agriculture,Intensive.unmixed.crops,Vicia.faba.Triticum.aestivum,1,2,3,ground,Sinapis,Brassicaceae,7,single.flower
3585,Sinapis.sp,Crop,FR,B,25/05/2021,FR_V02,Intensive.agriculture,Intensive.unmixed.crops,Vicia.faba.Triticum.aestivum,1,3,1,ground,Sinapis,Brassicaceae,1,single.flower
3586,Sinapis.sp,Crop,FR,B,25/05/2021,FR_V02,Intensive.agriculture,Intensive.unmixed.crops,Vicia.faba.Triticum.aestivum,1,5,2,ground,Sinapis,Brassicaceae,9,single.flower
3587,Sinapis.sp,Crop,FR,B,25/05/2021,FR_V02,Intensive.agriculture,Intensive.unmixed.crops,Vicia.faba.Triticum.aestivum,1,4,1,ground,Sinapis,Brassicaceae,10,single.flower
3589,Sinapis.sp,Crop,FR,B,25/05/2021,FR_V02,Intensive.agriculture,Intensive.unmixed.crops,Vicia.faba.Triticum.aestivum,1,5,3,ground,Sinapis,Brassicaceae,4,single.flower
3594,Sinapis.sp,Crop,FR,B,25/05/2021,FR_V02,Intensive.agriculture,Intensive.unmixed.crops,Vicia.faba.Triticum.aestivum,1,3,3,ground,Sinapis,Brassicaceae,9,single.flower
4455,Veronica.hederifolia,Wild,FR,B,25/05/2021,FR_V02,Intensive.agriculture,Intensive.unmixed.crops,Vicia.faba.Triticum.aestivum,1,4,2,ground,Veronica,Plantaginaceae,5,single.flower
