Survey,Day,Month,Year,Site_id,Plant_species,Flower_count,Units,Total_flower_cover,Collected_insects,Comment
UNIPD01,26,7,2018,UNIPD01_H,Potentilla_sp,1,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,26,7,2018,UNIPD01_Hn,Potentilla_sp,1,Percentage_of_the_species_at_the_site,NA,N,NA
UNIPD01,26,6,2018,UNIPD01_Bn,Prunella_vulgaris,1,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,12,7,2018,UNIPD01_C,Prunella_vulgaris,4,Percentage_of_the_species_at_the_site,NA,N,NA
UNIPD01,26,6,2018,UNIPD01_D,Prunella_vulgaris,1,Percentage_of_the_species_at_the_site,NA,N,NA
UNIPD01,13,7,2018,UNIPD01_D,Prunella_vulgaris,1,Percentage_of_the_species_at_the_site,NA,N,NA
UNIPD01,24,7,2018,UNIPD01_D,Prunella_vulgaris,1,Percentage_of_the_species_at_the_site,NA,N,NA
UNIPD01,26,6,2018,UNIPD01_Dn,Prunella_vulgaris,4,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,24,7,2018,UNIPD01_Dn,Prunella_vulgaris,2,Percentage_of_the_species_at_the_site,NA,N,NA
UNIPD01,13,7,2018,UNIPD01_Dn,Prunella_vulgaris,2,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,27,6,2018,UNIPD01_E,Prunella_vulgaris,2,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,10,6,2018,UNIPD01_E,Prunella_vulgaris,11,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,13,7,2018,UNIPD01_E,Prunella_vulgaris,1,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,25,7,2018,UNIPD01_E,Prunella_vulgaris,1,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,27,6,2018,UNIPD01_En,Prunella_vulgaris,1,Percentage_of_the_species_at_the_site,NA,N,NA
UNIPD01,13,7,2018,UNIPD01_En,Prunella_vulgaris,1,Percentage_of_the_species_at_the_site,NA,N,NA
UNIPD01,25,7,2018,UNIPD01_En,Prunella_vulgaris,1,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,13,7,2018,UNIPD01_Gn,Prunella_vulgaris,1,Percentage_of_the_species_at_the_site,NA,N,NA
UNIPD01,28,6,2018,UNIPD01_H,Prunella_vulgaris,5,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,14,7,2018,UNIPD01_H,Prunella_vulgaris,1,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,26,7,2018,UNIPD01_H,Prunella_vulgaris,1,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,29,8,2018,UNIPD01_H,Prunella_vulgaris,1,Percentage_of_the_species_at_the_site,NA,N,NA
UNIPD01,28,6,2018,UNIPD01_Hn,Prunella_vulgaris,2,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,14,7,2018,UNIPD01_Hn,Prunella_vulgaris,1,Percentage_of_the_species_at_the_site,NA,N,NA
UNIPD01,26,7,2018,UNIPD01_Hn,Prunella_vulgaris,1,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,29,8,2018,UNIPD01_Hn,Prunella_vulgaris,1,Percentage_of_the_species_at_the_site,NA,N,NA
UNIPD01,26,6,2018,UNIPD01_B,Ranunculus_acris,1,Percentage_of_the_species_at_the_site,NA,N,NA
UNIPD01,25,7,2018,UNIPD01_B,Ranunculus_acris,1,Percentage_of_the_species_at_the_site,NA,N,NA
UNIPD01,18,6,2018,UNIPD01_Bn,Ranunculus_acris,2,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,26,6,2018,UNIPD01_Bn,Ranunculus_acris,1,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,25,7,2018,UNIPD01_Bn,Ranunculus_acris,2,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,12,7,2018,UNIPD01_Bn,Ranunculus_acris,5,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,28,8,2018,UNIPD01_Bn,Ranunculus_acris,1,Percentage_of_the_species_at_the_site,NA,N,NA
UNIPD01,27,6,2018,UNIPD01_C,Ranunculus_acris,1,Percentage_of_the_species_at_the_site,NA,N,NA
UNIPD01,6,6,2018,UNIPD01_C,Ranunculus_acris,1,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,24,7,2018,UNIPD01_C,Ranunculus_acris,1,Percentage_of_the_species_at_the_site,NA,N,NA
UNIPD01,28,8,2018,UNIPD01_C,Ranunculus_acris,2,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,27,6,2018,UNIPD01_Cn,Ranunculus_acris,1,Percentage_of_the_species_at_the_site,NA,N,NA
UNIPD01,24,7,2018,UNIPD01_Cn,Ranunculus_acris,1,Percentage_of_the_species_at_the_site,NA,N,NA
UNIPD01,12,7,2018,UNIPD01_Cn,Ranunculus_acris,2,Percentage_of_the_species_at_the_site,NA,N,NA
UNIPD01,28,8,2018,UNIPD01_Cn,Ranunculus_acris,1,Percentage_of_the_species_at_the_site,NA,N,NA
UNIPD01,13,7,2018,UNIPD01_E,Ranunculus_acris,1,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,25,7,2018,UNIPD01_E,Ranunculus_acris,1,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,28,8,2018,UNIPD01_E,Ranunculus_acris,1,Percentage_of_the_species_at_the_site,NA,N,NA
UNIPD01,10,6,2018,UNIPD01_En,Ranunculus_acris,2,Percentage_of_the_species_at_the_site,NA,N,NA
UNIPD01,27,6,2018,UNIPD01_En,Ranunculus_acris,2,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,13,7,2018,UNIPD01_En,Ranunculus_acris,1,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,25,7,2018,UNIPD01_En,Ranunculus_acris,1,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,28,8,2018,UNIPD01_En,Ranunculus_acris,1,Percentage_of_the_species_at_the_site,NA,N,NA
UNIPD01,27,6,2018,UNIPD01_F,Ranunculus_acris,1,Percentage_of_the_species_at_the_site,NA,N,NA
UNIPD01,7,6,2018,UNIPD01_F,Ranunculus_acris,23,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,28,6,2018,UNIPD01_G,Ranunculus_acris,1,Percentage_of_the_species_at_the_site,NA,N,NA
UNIPD01,13,7,2018,UNIPD01_G,Ranunculus_acris,1,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,25,7,2018,UNIPD01_G,Ranunculus_acris,2,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,29,8,2018,UNIPD01_G,Ranunculus_acris,3,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,13,7,2018,UNIPD01_Gn,Ranunculus_acris,1,Percentage_of_the_species_at_the_site,NA,N,NA
UNIPD01,25,7,2018,UNIPD01_Gn,Ranunculus_acris,1,Percentage_of_the_species_at_the_site,NA,N,NA
UNIPD01,29,8,2018,UNIPD01_Gn,Ranunculus_acris,1,Percentage_of_the_species_at_the_site,NA,N,NA
UNIPD01,28,6,2018,UNIPD01_H,Ranunculus_acris,0,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,10,6,2018,UNIPD01_H,Ranunculus_acris,13,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,26,7,2018,UNIPD01_H,Ranunculus_acris,1,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,14,7,2018,UNIPD01_H,Ranunculus_acris,1,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,29,8,2018,UNIPD01_H,Ranunculus_acris,1,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,28,6,2018,UNIPD01_Hn,Ranunculus_acris,1,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,10,6,2018,UNIPD01_Hn,Ranunculus_acris,9,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,26,7,2018,UNIPD01_Hn,Ranunculus_acris,1,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,14,7,2018,UNIPD01_Hn,Ranunculus_acris,7,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,29,8,2018,UNIPD01_Hn,Ranunculus_acris,1,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,26,7,2018,UNIPD01_I,Ranunculus_acris,1,Percentage_of_the_species_at_the_site,NA,N,NA
UNIPD01,30,8,2018,UNIPD01_I,Ranunculus_acris,1,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,30,8,2018,UNIPD01_In,Ranunculus_acris,1,Percentage_of_the_species_at_the_site,NA,N,NA
UNIPD01,28,6,2018,UNIPD01_H,Rhinanthus_freynii,0,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,27,6,2018,UNIPD01_E,Rhinanthus_sp,1,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,25,7,2018,UNIPD01_E,Rhinanthus_sp,1,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,27,6,2018,UNIPD01_En,Rhinanthus_sp,5,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,25,7,2018,UNIPD01_En,Rhinanthus_sp,1,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,26,6,2018,UNIPD01_D,Rhinantus_glacialis,1,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,24,7,2018,UNIPD01_D,Rhinantus_glacialis,1,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,13,7,2018,UNIPD01_D,Rhinantus_glacialis,2,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,28,8,2018,UNIPD01_D,Rhinantus_glacialis,1,Percentage_of_the_species_at_the_site,NA,N,NA
UNIPD01,13,7,2018,UNIPD01_Dn,Rhinantus_glacialis,5,Percentage_of_the_species_at_the_site,NA,N,NA
UNIPD01,24,7,2018,UNIPD01_Dn,Rhinantus_glacialis,8,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,28,8,2018,UNIPD01_Dn,Rhinantus_glacialis,1,Percentage_of_the_species_at_the_site,NA,N,NA
UNIPD01,7,6,2018,UNIPD01_Cn,Rorippa_amphibia,33,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,10,7,2018,UNIPD01_A,Rorippa_sylvestris,1,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,2,7,2018,UNIPD01_A,Rorippa_sylvestris,8,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,18,6,2018,UNIPD01_Bn,Rorippa_sylvestris,14,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,26,6,2018,UNIPD01_Bn,Rorippa_sylvestris,15,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,12,7,2018,UNIPD01_Bn,Rorippa_sylvestris,3,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,14,7,2018,UNIPD01_Hn,Rorippa_sylvestris,1,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,26,7,2018,UNIPD01_Hn,Rorippa_sylvestris,1,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,29,8,2018,UNIPD01_Hn,Rorippa_sylvestris,1,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,29,6,2018,UNIPD01_In,Rorippa_sylvestris,1,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,10,7,2018,UNIPD01_In,Rorippa_sylvestris,1,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,9,6,2018,UNIPD01_An,Rubus_sp,1,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,24,7,2018,UNIPD01_An,Rubus_sp,1,Percentage_of_the_species_at_the_site,NA,N,NA
UNIPD01,6,6,2018,UNIPD01_B,Rubus_sp,2,Percentage_of_the_species_at_the_site,NA,N,NA
UNIPD01,26,6,2018,UNIPD01_B,Rubus_sp,3,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,25,7,2018,UNIPD01_B,Rubus_sp,1,Percentage_of_the_species_at_the_site,NA,N,NA
UNIPD01,12,7,2018,UNIPD01_B,Rubus_sp,10,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,18,6,2018,UNIPD01_Bn,Rubus_sp,5,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,26,6,2018,UNIPD01_Bn,Rubus_sp,4,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,28,8,2018,UNIPD01_Bn,Rubus_sp,1,Percentage_of_the_species_at_the_site,NA,N,NA
UNIPD01,24,7,2018,UNIPD01_C,Rubus_sp,1,Percentage_of_the_species_at_the_site,NA,N,NA
UNIPD01,27,6,2018,UNIPD01_Cn,Rubus_sp,1,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,12,7,2018,UNIPD01_Cn,Rubus_sp,1,Percentage_of_the_species_at_the_site,NA,N,NA
UNIPD01,24,7,2018,UNIPD01_Cn,Rubus_sp,1,Percentage_of_the_species_at_the_site,NA,y,NA
UNIPD01,28,8,2018,UNIPD01_Cn,Rubus_sp,1,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,10,6,2018,UNIPD01_En,Rubus_sp,1,Percentage_of_the_species_at_the_site,NA,N,NA
UNIPD01,27,6,2018,UNIPD01_En,Rubus_sp,1,Percentage_of_the_species_at_the_site,NA,N,NA
UNIPD01,27,6,2018,UNIPD01_F,Rubus_sp,33,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,12,7,2018,UNIPD01_F,Rubus_sp,1,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,25,7,2018,UNIPD01_F,Rubus_sp,1,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,29,8,2018,UNIPD01_F,Rubus_sp,1,Percentage_of_the_species_at_the_site,NA,N,NA
UNIPD01,25,7,2018,UNIPD01_Fn,Rubus_sp,1,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,12,7,2018,UNIPD01_Fn,Rubus_sp,10,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,29,8,2018,UNIPD01_Fn,Rubus_sp,1,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,28,6,2018,UNIPD01_G,Rubus_sp,1,Percentage_of_the_species_at_the_site,NA,N,NA
UNIPD01,28,6,2018,UNIPD01_Gn,Rubus_sp,2,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,26,7,2018,UNIPD01_H,Rubus_sp,1,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,18,6,2018,UNIPD01_I,Rubus_sp,20,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,29,6,2018,UNIPD01_I,Rubus_sp,40,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,10,7,2018,UNIPD01_I,Rubus_sp,11,Percentage_of_the_species_at_the_site,NA,N,NA
UNIPD01,30,8,2018,UNIPD01_I,Rubus_sp,1,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,18,6,2018,UNIPD01_In,Rubus_sp,5,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,29,6,2018,UNIPD01_In,Rubus_sp,30,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,10,7,2018,UNIPD01_In,Rubus_sp,1,Percentage_of_the_species_at_the_site,NA,N,NA
UNIPD01,26,7,2018,UNIPD01_In,Rubus_sp,1,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,30,8,2018,UNIPD01_In,Rubus_sp,1,Percentage_of_the_species_at_the_site,NA,N,NA
UNIPD01,28,8,2018,UNIPD01_E,Salvia_glutinosa,1,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,28,8,2018,UNIPD01_En,Salvia_glutinosa,10,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,7,6,2018,UNIPD01_Cn,Salvia_pratensis,2,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,10,6,2018,UNIPD01_H,Salvia_pratensis,2,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,28,6,2018,UNIPD01_H,Salvia_pratensis,1,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,14,7,2018,UNIPD01_H,Salvia_pratensis,1,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,28,6,2018,UNIPD01_Gn,Sanguisorba_minor,5,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,10,6,2018,UNIPD01_Gn,Sanguisorba_minor,9,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,2,7,2018,UNIPD01_A,Saponaria_officinalis,4,Percentage_of_the_species_at_the_site,NA,N,NA
UNIPD01,10,7,2018,UNIPD01_A,Saponaria_officinalis,8,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,24,7,2018,UNIPD01_A,Saponaria_officinalis,12,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,30,8,2018,UNIPD01_A,Saponaria_officinalis,5,Percentage_of_the_species_at_the_site,NA,N,NA
UNIPD01,28,8,2018,UNIPD01_An,Saponaria_officinalis,1,Percentage_of_the_species_at_the_site,NA,N,NA
UNIPD01,29,8,2018,UNIPD01_B,Saponaria_officinalis,1,Percentage_of_the_species_at_the_site,NA,N,NA
UNIPD01,25,7,2018,UNIPD01_Bn,Saponaria_officinalis,2,Percentage_of_the_species_at_the_site,NA,N,NA
UNIPD01,12,7,2018,UNIPD01_Bn,Saponaria_officinalis,2,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,28,8,2018,UNIPD01_Bn,Saponaria_officinalis,2,Percentage_of_the_species_at_the_site,NA,N,NA
UNIPD01,25,7,2018,UNIPD01_E,Saponaria_officinalis,3,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,28,8,2018,UNIPD01_E,Saponaria_officinalis,1,Percentage_of_the_species_at_the_site,NA,N,NA
UNIPD01,27,6,2018,UNIPD01_F,Saponaria_officinalis,2,Percentage_of_the_species_at_the_site,NA,N,NA
UNIPD01,25,7,2018,UNIPD01_F,Saponaria_officinalis,2,Percentage_of_the_species_at_the_site,NA,N,NA
UNIPD01,12,7,2018,UNIPD01_F,Saponaria_officinalis,5,Percentage_of_the_species_at_the_site,NA,N,NA
UNIPD01,29,8,2018,UNIPD01_F,Saponaria_officinalis,1,Percentage_of_the_species_at_the_site,NA,N,NA
UNIPD01,27,6,2018,UNIPD01_Fn,Saponaria_officinalis,9,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,25,7,2018,UNIPD01_Fn,Saponaria_officinalis,2,Percentage_of_the_species_at_the_site,NA,N,NA
UNIPD01,12,7,2018,UNIPD01_Fn,Saponaria_officinalis,8,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,29,8,2018,UNIPD01_Fn,Saponaria_officinalis,2,Percentage_of_the_species_at_the_site,NA,N,NA
UNIPD01,29,8,2018,UNIPD01_G,Saponaria_officinalis,2,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,13,7,2018,UNIPD01_Gn,Saponaria_officinalis,2,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,29,6,2018,UNIPD01_I,Saponaria_officinalis,1,Percentage_of_the_species_at_the_site,NA,N,NA
UNIPD01,26,7,2018,UNIPD01_I,Saponaria_officinalis,1,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,10,7,2018,UNIPD01_I,Saponaria_officinalis,6,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,30,8,2018,UNIPD01_I,Saponaria_officinalis,1,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,29,6,2018,UNIPD01_In,Saponaria_officinalis,1,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,10,7,2018,UNIPD01_In,Saponaria_officinalis,1,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,26,7,2018,UNIPD01_In,Saponaria_officinalis,1,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,30,8,2018,UNIPD01_In,Saponaria_officinalis,3,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,9,6,2018,UNIPD01_D,Saxifraga_aizoides,3,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,26,6,2018,UNIPD01_D,Saxifraga_aizoides,3,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,24,7,2018,UNIPD01_D,Saxifraga_aizoides,3,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,13,7,2018,UNIPD01_D,Saxifraga_aizoides,15,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,26,6,2018,UNIPD01_Dn,Saxifraga_aizoides,7,Percentage_of_the_species_at_the_site,NA,N,NA
UNIPD01,24,7,2018,UNIPD01_Dn,Saxifraga_aizoides,15,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,13,7,2018,UNIPD01_Dn,Saxifraga_aizoides,20,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,28,8,2018,UNIPD01_Dn,Saxifraga_aizoides,1,Percentage_of_the_species_at_the_site,NA,N,NA
UNIPD01,26,6,2018,UNIPD01_D,Saxifraga_squamosa,1,Percentage_of_the_species_at_the_site,NA,N,NA
UNIPD01,9,6,2018,UNIPD01_D,Saxifraga_squamosa,5,Percentage_of_the_species_at_the_site,NA,N,NA
UNIPD01,9,6,2018,UNIPD01_Dn,Saxifraga_squamosa,1,Percentage_of_the_species_at_the_site,NA,N,NA
UNIPD01,26,6,2018,UNIPD01_Dn,Saxifraga_squamosa,1,Percentage_of_the_species_at_the_site,NA,N,NA
UNIPD01,13,7,2018,UNIPD01_Dn,Saxifraga_squamosa,1,Percentage_of_the_species_at_the_site,NA,N,NA
UNIPD01,6,6,2018,UNIPD01_A,Scabiosa_columbaria,1,Percentage_of_the_species_at_the_site,NA,N,NA
UNIPD01,24,7,2018,UNIPD01_A,Scabiosa_columbaria,1,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,2,7,2018,UNIPD01_A,Scabiosa_columbaria,2,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,10,7,2018,UNIPD01_A,Scabiosa_columbaria,11,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,30,8,2018,UNIPD01_A,Scabiosa_columbaria,1,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,9,6,2018,UNIPD01_An,Scabiosa_columbaria,1,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,26,6,2018,UNIPD01_An,Scabiosa_columbaria,8,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,24,7,2018,UNIPD01_An,Scabiosa_columbaria,1,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,17,7,2018,UNIPD01_An,Scabiosa_columbaria,24,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,24,7,2018,UNIPD01_C,Scabiosa_columbaria,5,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,12,7,2018,UNIPD01_C,Scabiosa_columbaria,6,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,28,8,2018,UNIPD01_C,Scabiosa_columbaria,5,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,13,7,2018,UNIPD01_En,Scabiosa_gramuntia,7,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,25,7,2018,UNIPD01_En,Scabiosa_triandra-group,1,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,26,7,2018,UNIPD01_H,Scabiosa_triandra-group,1,Percentage_of_the_species_at_the_site,NA,N,NA
UNIPD01,14,7,2018,UNIPD01_H,Scabiosa_triandra-group,3,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,29,8,2018,UNIPD01_H,Scabiosa_triandra-group,1,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,26,7,2018,UNIPD01_Hn,Scabiosa_triandra-group,1,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,14,7,2018,UNIPD01_Hn,Scabiosa_triandra-group,15,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,29,8,2018,UNIPD01_Hn,Scabiosa_triandra-group,1,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,6,6,2018,UNIPD01_A,Sedum_acre,4,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,2,7,2018,UNIPD01_A,Sedum_acre,2,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,26,6,2018,UNIPD01_An,Sedum_acre,1,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,27,6,2018,UNIPD01_C,Sedum_acre,10,Percentage_of_the_species_at_the_site,NA,N,NA
UNIPD01,12,7,2018,UNIPD01_C,Sedum_acre,12,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,13,7,2018,UNIPD01_E,Sedum_acre,1,Percentage_of_the_species_at_the_site,NA,N,NA
UNIPD01,14,7,2018,UNIPD01_H,Sedum_acre,1,Percentage_of_the_species_at_the_site,NA,N,NA
UNIPD01,6,6,2018,UNIPD01_A,Senecio_inaequidens,69,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,2,7,2018,UNIPD01_A,Senecio_inaequidens,12,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,10,7,2018,UNIPD01_A,Senecio_inaequidens,11,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,24,7,2018,UNIPD01_A,Senecio_inaequidens,15,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,30,8,2018,UNIPD01_A,Senecio_inaequidens,10,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,26,6,2018,UNIPD01_An,Senecio_inaequidens,4,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,17,7,2018,UNIPD01_An,Senecio_inaequidens,1,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,24,7,2018,UNIPD01_An,Senecio_inaequidens,1,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,28,8,2018,UNIPD01_An,Senecio_inaequidens,1,Percentage_of_the_species_at_the_site,NA,N,NA
UNIPD01,26,7,2018,UNIPD01_H,Senecio_ovatus,2,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,24,7,2018,UNIPD01_C,Silene_alba,1,Percentage_of_the_species_at_the_site,NA,N,NA
UNIPD01,29,6,2018,UNIPD01_I,Silene_alba,3,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,26,7,2018,UNIPD01_I,Silene_alba,1,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,10,7,2018,UNIPD01_I,Silene_alba,3,Percentage_of_the_species_at_the_site,NA,N,NA
UNIPD01,30,8,2018,UNIPD01_I,Silene_alba,1,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,26,7,2018,UNIPD01_In,Silene_alba,1,Percentage_of_the_species_at_the_site,NA,N,NA
UNIPD01,30,8,2018,UNIPD01_In,Silene_alba,2,Percentage_of_the_species_at_the_site,NA,N,NA
UNIPD01,9,6,2018,UNIPD01_D,Silene_alpestris,2,Percentage_of_the_species_at_the_site,NA,Y,NA
UNIPD01,18,6,2018,UNIPD01_Bn,Silene_dioica,1,Percentage_of_the_species_at_the_site,NA,N,NA
UNIPD01,10,6,2018,UNIPD01_E,Silene_dioica,2,Percentage_of_the_species_at_the_site,NA,N,NA
