Day,Month,Year,Site_id,Plant_species,Flower_count,Units,Comment,country
22,6,2020,1,Ophyrs apifera,2,total number of flowers per species for the whole transect,,Spain
22,6,2020,1,Prunella vulgaris,38,total number of flowers per species for the whole transect,,Spain
22,6,2020,1,Anagallis arvensis,17,total number of flowers per species for the whole transect,,Spain
22,6,2020,1,Teucrium pyrenaicum L. subsp. pyrenaicum,16,total number of flowers per species for the whole transect,,Spain
22,6,2020,1,Veronica officinalis,1,total number of flowers per species for the whole transect,,Spain
22,6,2020,1,Dianthus hyssopifolius subsp. hyssopifolius,4,total number of flowers per species for the whole transect,,Spain
23,6,2020,2,Ranunculus sp.,811,total number of flowers per species for the whole transect,,Spain
23,6,2020,2,Taraxacum sp.,36,total number of flowers per species for the whole transect,,Spain
23,6,2020,2,Trifolium pratense,6,total number of flowers per species for the whole transect,,Spain
23,6,2020,2,Trifolium repens,31,total number of flowers per species for the whole transect,,Spain
23,6,2020,2,Thymus sp.,82,total number of flowers per species for the whole transect,,Spain
23,6,2020,2,Lotus cornicularis,153,total number of flowers per species for the whole transect,,Spain
23,6,2020,2,Potentilla erecta,110,total number of flowers per species for the whole transect,,Spain
23,6,2020,2,Bellis perennis,1919,total number of flowers per species for the whole transect,,Spain
23,6,2020,2,Plantago sp.,458,total number of flowers per species for the whole transect,,Spain
23,6,2020,2,Polygala vulgaris,5,total number of flowers per species for the whole transect,,Spain
23,6,2020,2,Galium sp.,227,total number of flowers per species for the whole transect,,Spain
23,6,2020,2,Prunella vulgaris,62,total number of flowers per species for the whole transect,,Spain
23,6,2020,2,Geranium robertianum,4,total number of flowers per species for the whole transect,,Spain
23,6,2020,2,Myosotis sp.,36,total number of flowers per species for the whole transect,,Spain
23,6,2020,2,Veronica officinalis,2,total number of flowers per species for the whole transect,,Spain
23,6,2020,2,Lysimachia nemorum,5,total number of flowers per species for the whole transect,,Spain
24,6,2020,4,Erica tetralix,408,total number of flowers per species for the whole transect,,Spain
24,6,2020,4,Erica vagans,36,total number of flowers per species for the whole transect,,Spain
24,6,2020,4,Erica cinerea,828,total number of flowers per species for the whole transect,,Spain
24,6,2020,4,Taraxacum sp.,107,total number of flowers per species for the whole transect,,Spain
24,6,2020,4,Polygala vulgaris,10,total number of flowers per species for the whole transect,,Spain
24,6,2020,4,Potentilla erecta,437,total number of flowers per species for the whole transect,,Spain
24,6,2020,4,Ranunculus sp.,18,total number of flowers per species for the whole transect,,Spain
24,6,2020,4,Bellis perennis,26,total number of flowers per species for the whole transect,,Spain
24,6,2020,4,Sedum sp.,223,total number of flowers per species for the whole transect,,Spain
24,6,2020,4,Prunella vulgaris,18,total number of flowers per species for the whole transect,,Spain
24,6,2020,4,Galium sp.,2500,total number of flowers per species for the whole transect,,Spain
24,6,2020,4,Lotus cornicularis,5,total number of flowers per species for the whole transect,,Spain
24,6,2020,4,Campanula sp.,2,total number of flowers per species for the whole transect,,Spain
24,6,2020,4,Jasione sp.,3,total number of flowers per species for the whole transect,,Spain
24,6,2020,4,Trifolium repens,3,total number of flowers per species for the whole transect,,Spain
25,6,2020,5,Potentilla erecta,471,total number of flowers per species for the whole transect,,Spain
25,6,2020,5,Erica cinerea,936,total number of flowers per species for the whole transect,,Spain
25,6,2020,5,Erica tetralix,276,total number of flowers per species for the whole transect,,Spain
25,6,2020,5,Polygala vulgaris,6,total number of flowers per species for the whole transect,,Spain
25,6,2020,5,Ranunculus sp.,8,total number of flowers per species for the whole transect,,Spain
25,6,2020,5,Taraxacum sp.,1,total number of flowers per species for the whole transect,,Spain
25,6,2020,5,Narthecium ossifragum,43,total number of flowers per species for the whole transect,,Spain
25,6,2020,5,Daboecia cantabrica,15,total number of flowers per species for the whole transect,,Spain
25,6,2020,5,Ulex gallii,12,total number of flowers per species for the whole transect,,Spain
25,6,2020,5,Prunella vulgaris,2,total number of flowers per species for the whole transect,,Spain
25,6,2020,5,Trifolium repens,3,total number of flowers per species for the whole transect,,Spain
25,6,2020,5,Galium sp.,70,total number of flowers per species for the whole transect,,Spain
25,6,2020,5,Erica vagans,2,total number of flowers per species for the whole transect,,Spain
27,6,2020,3,Prunella grandiflora,959,total number of flowers per species for the whole transect,,Spain
27,6,2020,3,Trifolium pratense,260,total number of flowers per species for the whole transect,,Spain
27,6,2020,3,Trifolium repens,378,total number of flowers per species for the whole transect,,Spain
27,6,2020,3,Ranunculus sp.,60,total number of flowers per species for the whole transect,,Spain
27,6,2020,3,Teucrium pyrenaicum L. subsp. pyrenaicum,50,total number of flowers per species for the whole transect,,Spain
27,6,2020,3,Thymus sp.,100,total number of flowers per species for the whole transect,,Spain
27,6,2020,3,Potentilla erecta,404,total number of flowers per species for the whole transect,,Spain
27,6,2020,3,Lotus cornicularis,1700,total number of flowers per species for the whole transect,,Spain
27,6,2020,3,Medicago lupulina,200,total number of flowers per species for the whole transect,,Spain
27,6,2020,3,Plantago sp.,1325,total number of flowers per species for the whole transect,,Spain
27,6,2020,3,Euphrasia sp.,12,total number of flowers per species for the whole transect,,Spain
27,6,2020,3,Bellis perennis,84,total number of flowers per species for the whole transect,,Spain
27,6,2020,3,Pedicularis sylvatica subsp. sylvatica,2,total number of flowers per species for the whole transect,,Spain
27,6,2020,3,Dianthus hyssopifolius subsp. hyssopifolius,12,total number of flowers per species for the whole transect,,Spain
27,6,2020,3,Helianthemum sp.,6,total number of flowers per species for the whole transect,,Spain
27,6,2020,3,Erica vagans,15,total number of flowers per species for the whole transect,,Spain
27,6,2020,3,Galium sp.,47,total number of flowers per species for the whole transect,,Spain
28,6,2020,2,Ranunculus sp.,380,total number of flowers per species for the whole transect,,Spain
28,6,2020,2,Geranium robertianum,5,total number of flowers per species for the whole transect,,Spain
28,6,2020,2,Taraxacum sp.,7,total number of flowers per species for the whole transect,,Spain
28,6,2020,2,Plantago sp.,593,total number of flowers per species for the whole transect,,Spain
28,6,2020,2,Potentilla erecta,264,total number of flowers per species for the whole transect,,Spain
28,6,2020,2,Trifolium pratense,7,total number of flowers per species for the whole transect,,Spain
28,6,2020,2,Trifolium repens,127,total number of flowers per species for the whole transect,,Spain
28,6,2020,2,Prunella vulgaris,478,total number of flowers per species for the whole transect,,Spain
28,6,2020,2,Bellis perennis,1407,total number of flowers per species for the whole transect,,Spain
28,6,2020,2,Dianthus hyssopifolius subsp. hyssopifolius,1,total number of flowers per species for the whole transect,,Spain
28,6,2020,2,Lotus cornicularis,54,total number of flowers per species for the whole transect,,Spain
28,6,2020,2,Thymus sp.,45,total number of flowers per species for the whole transect,,Spain
28,6,2020,2,Myosotis sp.,11,total number of flowers per species for the whole transect,,Spain
28,6,2020,2,Galium sp.,9,total number of flowers per species for the whole transect,,Spain
30,6,2020,1,Campanula sp.,6,total number of flowers per species for the whole transect,,Spain
30,6,2020,1,Ranunculus sp.,369,total number of flowers per species for the whole transect,,Spain
30,6,2020,1,Euphrasia sp.,775,total number of flowers per species for the whole transect,,Spain
30,6,2020,1,Taraxacum sp.,4,total number of flowers per species for the whole transect,,Spain
30,6,2020,1,Bellis perennis,2072,total number of flowers per species for the whole transect,,Spain
30,6,2020,1,Anagallis arvensis,4,total number of flowers per species for the whole transect,,Spain
30,6,2020,1,Dianthus hyssopifolius subsp. hyssopifolius,18,total number of flowers per species for the whole transect,,Spain
30,6,2020,1,Campanula glomerata,8,total number of flowers per species for the whole transect,,Spain
30,6,2020,1,Prunella grandiflora,15,total number of flowers per species for the whole transect,,Spain
30,6,2020,1,Geranium robertianum,30,total number of flowers per species for the whole transect,,Spain
30,6,2020,1,Linnaria propinqua,51,total number of flowers per species for the whole transect,,Spain
30,6,2020,1,Medicago lupulina,504,total number of flowers per species for the whole transect,,Spain
30,6,2020,1,Trifolium repens,35,total number of flowers per species for the whole transect,,Spain
30,6,2020,1,Trifolium pratense,63,total number of flowers per species for the whole transect,,Spain
30,6,2020,1,Rhinanthus angustifolius,4,total number of flowers per species for the whole transect,,Spain
30,6,2020,1,Eryngium bourgatii,7,total number of flowers per species for the whole transect,,Spain
30,6,2020,1,Plantago sp.,153,total number of flowers per species for the whole transect,,Spain
30,6,2020,1,Erysimum sp.,40,total number of flowers per species for the whole transect,,Spain
30,6,2020,1,Vicia pyrenaica,3,total number of flowers per species for the whole transect,,Spain
30,6,2020,1,Thymus sp.,386,total number of flowers per species for the whole transect,,Spain
30,6,2020,1,Prunella vulgaris,67,total number of flowers per species for the whole transect,,Spain
30,6,2020,1,Clinopodium vulgare,26,total number of flowers per species for the whole transect,,Spain
30,6,2020,1,Lotus cornicularis,218,total number of flowers per species for the whole transect,,Spain
4,7,2020,3,Prunella grandiflora,871,total number of flowers per species for the whole transect,,Spain
4,7,2020,3,Trifolium repens,226,total number of flowers per species for the whole transect,,Spain
4,7,2020,3,Trifolium pratense,1008,total number of flowers per species for the whole transect,,Spain
4,7,2020,3,Ranunculus sp.,27,total number of flowers per species for the whole transect,,Spain
4,7,2020,3,Teucrium pyrenaicum L. subsp. pyrenaicum,29,total number of flowers per species for the whole transect,,Spain
4,7,2020,3,Thymus sp.,474,total number of flowers per species for the whole transect,,Spain
4,7,2020,3,Potentilla erecta,470,total number of flowers per species for the whole transect,,Spain
4,7,2020,3,Lotus cornicularis,495,total number of flowers per species for the whole transect,,Spain
4,7,2020,3,Medicago lupulina,39,total number of flowers per species for the whole transect,,Spain
4,7,2020,3,Plantago sp.,2308,total number of flowers per species for the whole transect,,Spain
4,7,2020,3,Euphrasia sp.,17,total number of flowers per species for the whole transect,,Spain
4,7,2020,3,Bellis perennis,87,total number of flowers per species for the whole transect,,Spain
4,7,2020,3,Dianthus hyssopifolius subsp. hyssopifolius,17,total number of flowers per species for the whole transect,,Spain
4,7,2020,3,Helianthemum nummularium,18,total number of flowers per species for the whole transect,,Spain
4,7,2020,3,Erica vagans,72,total number of flowers per species for the whole transect,,Spain
4,7,2020,3,Daboecia cantabrica,94,total number of flowers per species for the whole transect,,Spain
4,7,2020,3,Galium sp.,17,total number of flowers per species for the whole transect,,Spain
4,7,2020,3,Clinopodium vulgare,4,total number of flowers per species for the whole transect,,Spain
4,7,2020,3,Campanula glomerata,1,total number of flowers per species for the whole transect,,Spain
4,7,2020,3,Vicia pyrenaica,1,total number of flowers per species for the whole transect,,Spain
4,7,2020,3,Taraxacum sp.,49,total number of flowers per species for the whole transect,,Spain
4,7,2020,3,Achillea millefolium,11,total number of flowers per species for the whole transect,,Spain
5,7,2020,5,Narthecium ossifragum,10,total number of flowers per species for the whole transect,,Spain
5,7,2020,5,Potentilla erecta,212,total number of flowers per species for the whole transect,,Spain
5,7,2020,5,Erica cinerea,3732,total number of flowers per species for the whole transect,,Spain
5,7,2020,5,Erica vagans,36,total number of flowers per species for the whole transect,,Spain
5,7,2020,5,Erica tetralix,774,total number of flowers per species for the whole transect,,Spain
5,7,2020,5,Daboecia cantabrica,57,total number of flowers per species for the whole transect,,Spain
5,7,2020,5,Pedicularis sylvatica subsp. sylvatica,1,total number of flowers per species for the whole transect,,Spain
5,7,2020,5,Prunella vulgaris,8,total number of flowers per species for the whole transect,,Spain
5,7,2020,5,Ranunculus sp.,2,total number of flowers per species for the whole transect,,Spain
5,7,2020,5,Ulex gallii,1610,total number of flowers per species for the whole transect,,Spain
5,7,2020,5,Galium sp.,17,total number of flowers per species for the whole transect,,Spain
5,7,2020,5,Polygala vulgaris,2,total number of flowers per species for the whole transect,,Spain
7,7,2020,4,Erica cinerea,3432,total number of flowers per species for the whole transect,,Spain
7,7,2020,4,Erica tetralix,660,total number of flowers per species for the whole transect,,Spain
7,7,2020,4,Erica vagans,135,total number of flowers per species for the whole transect,,Spain
7,7,2020,4,Galium sp.,210,total number of flowers per species for the whole transect,,Spain
7,7,2020,4,Sedum sp.,58,total number of flowers per species for the whole transect,,Spain
7,7,2020,4,Daboecia cantabrica,3,total number of flowers per species for the whole transect,,Spain
7,7,2020,4,Polygala vulgaris,12,total number of flowers per species for the whole transect,,Spain
7,7,2020,4,Potentilla erecta,194,total number of flowers per species for the whole transect,,Spain
7,7,2020,4,Taraxacum sp.,44,total number of flowers per species for the whole transect,,Spain
7,7,2020,4,Ulex gallii,13,total number of flowers per species for the whole transect,,Spain
7,7,2020,4,Ranunculus sp.,8,total number of flowers per species for the whole transect,,Spain
7,7,2020,4,Prunella grandiflora,44,total number of flowers per species for the whole transect,,Spain
7,7,2020,4,Bellis perennis,10,total number of flowers per species for the whole transect,,Spain
7,7,2020,4,Trifolium repens,8,total number of flowers per species for the whole transect,,Spain
7,7,2020,4,Campanula sp.,6,total number of flowers per species for the whole transect,,Spain
7,7,2020,4,Jasione sp.,7,total number of flowers per species for the whole transect,,Spain
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
