Country,Site_id,Focal_habitat,Units,Day,Month,Year,Plant_species,Flower_count,Species_abbreviation,Inflorescence_unit_used
CH,3,HA,Total.number.of.flower.units.per.m247,21,8,2013,Lotus.corniculatus,0.8375,lot.cor,Flower
CH,3,HA,Total.number.of.flower.units.per.m248,21,8,2013,Plantago.lanceolata,5.25,pla.lan,Spike
CH,3,HA,Total.number.of.flower.units.per.m249,21,8,2013,Plantago.media,0.4,pla.med,Spike
CH,3,HA,Total.number.of.flower.units.per.m250,21,8,2013,Trifolium.pratense,0.3,tri.pra,Flower.head
CH,3,HA,Total.number.of.flower.units.per.m251,21,8,2013,Trifolium.repens,1.1,tri.rep,Flower.head
CH,3,HL,Total.number.of.flower.units.per.m252,17,4,2014,Ajuga.reptans,8.5,aju.rep,Raceme
CH,3,HL,Total.number.of.flower.units.per.m253,17,4,2014,Medicago.lupulina,1.35,med.lup,Flower
CH,3,HL,Total.number.of.flower.units.per.m254,17,4,2014,Plantago.lanceolata,2.65,pla.lan,Spike
CH,3,HL,Total.number.of.flower.units.per.m255,17,4,2014,Ranunculus.acris,3.6,ran.acr,Flower
CH,3,HL,Total.number.of.flower.units.per.m256,17,4,2014,Taraxacum.campylodes,4.25,NA,NA
CH,3,HL,Total.number.of.flower.units.per.m257,17,4,2014,Trifolium.pratense,0.3,tri.pra,Flower.head
CH,3,HL,Total.number.of.flower.units.per.m258,17,4,2014,Veronica.arvensis,1.2,ver.arv,Flower
CH,3,HL,Total.number.of.flower.units.per.m259,12,6,2013,Ajuga.reptans,270,aju.rep,Raceme
CH,3,HL,Total.number.of.flower.units.per.m260,12,6,2013,Geranium.dissectum,0.4,ger.dis,Flower
CH,3,HL,Total.number.of.flower.units.per.m261,12,6,2013,Glechoma.hederacea,1.2,gle.hed,Raceme
CH,3,HL,Total.number.of.flower.units.per.m262,12,6,2013,Medicago.lupulina,6.9,med.lup,Flower
CH,3,HL,Total.number.of.flower.units.per.m263,12,6,2013,Plantago.lanceolata,3.2,pla.lan,Spike
CH,3,HL,Total.number.of.flower.units.per.m264,12,6,2013,Ranunculus.acris,9.25,ran.acr,Flower
CH,3,HL,Total.number.of.flower.units.per.m265,12,6,2013,Taraxacum.campylodes,0.1,NA,NA
CH,3,HL,Total.number.of.flower.units.per.m266,12,6,2013,Trifolium.pratense,1,tri.pra,Flower.head
CH,3,HL,Total.number.of.flower.units.per.m267,12,6,2013,Veronica.chamaedrys,0.7,ver.cha,Flower
CH,3,HL,Total.number.of.flower.units.per.m268,12,6,2013,Veronica.serpyllifolia,1.9,ver.ser,Flower
CH,3,HL,Total.number.of.flower.units.per.m269,17,7,2013,Medicago.lupulina,2.8,med.lup,Flower
CH,3,HL,Total.number.of.flower.units.per.m270,17,7,2013,Plantago.lanceolata,1.3,pla.lan,Spike
CH,3,HL,Total.number.of.flower.units.per.m271,17,7,2013,Prunella.vulgaris,1.4,pru.vul,Flowered.stem
CH,3,HL,Total.number.of.flower.units.per.m272,17,7,2013,Trifolium.pratense,0.95,tri.pra,Flower.head
CH,3,HL,Total.number.of.flower.units.per.m273,17,7,2013,Trifolium.repens,4.4,tri.rep,Flower.head
CH,3,HL,Total.number.of.flower.units.per.m274,21,8,2013,Achillea.millefolium,0.3,ach.mil,Umbel
CH,3,HL,Total.number.of.flower.units.per.m275,21,8,2013,Lotus.corniculatus,0.425,lot.cor,Flower
CH,3,HL,Total.number.of.flower.units.per.m276,21,8,2013,Medicago.lupulina,1.8,med.lup,Flower
CH,3,HL,Total.number.of.flower.units.per.m277,21,8,2013,Plantago.lanceolata,2.8,pla.lan,Spike
CH,3,HL,Total.number.of.flower.units.per.m278,21,8,2013,Prunella.vulgaris,0.7,pru.vul,Flowered.stem
CH,3,HL,Total.number.of.flower.units.per.m279,21,8,2013,Trifolium.pratense,1.6,tri.pra,Flower.head
CH,3,HL,Total.number.of.flower.units.per.m280,21,8,2013,Trifolium.repens,1.55,tri.rep,Flower.head
CH,3,WA,Total.number.of.flower.units.per.m281,17,4,2014,Ajuga.reptans,1,aju.rep,Raceme
CH,3,WA,Total.number.of.flower.units.per.m282,17,4,2014,Capsella.bursa.pastoris,0.025,NA,NA
CH,3,WA,Total.number.of.flower.units.per.m283,17,4,2014,Fragaria.vesca,0.8,fra.ves,Flower.head
CH,3,WA,Total.number.of.flower.units.per.m284,17,4,2014,Galium.odoratum,4.25,gal.odo,Flower
CH,3,WA,Total.number.of.flower.units.per.m285,17,4,2014,Taraxacum.campylodes,0.1,NA,NA
CH,3,WA,Total.number.of.flower.units.per.m286,17,4,2014,Veronica.arvensis,0.5,ver.arv,Flower
CH,3,WA,Total.number.of.flower.units.per.m287,17,4,2014,Veronica.montana,4.1,ver.mon,Flower
CH,3,WA,Total.number.of.flower.units.per.m288,17,4,2014,Veronica.persica,14.5,ver.per,Flower
CH,3,WA,Total.number.of.flower.units.per.m289,17,4,2014,Viburnum.lantana,0.1,vib.lan,Corymb.of.capitula
CH,3,WA,Total.number.of.flower.units.per.m290,17,4,2014,Vicia.sepium,1.6,vic.sep,Raceme
CH,3,WA,Total.number.of.flower.units.per.m291,12,6,2013,Galium.odoratum,0.7,gal.odo,Flower
CH,3,WA,Total.number.of.flower.units.per.m292,12,6,2013,Lonicera.xylosteum,1.5,lon.xyl,Flower
CH,3,WA,Total.number.of.flower.units.per.m293,12,6,2013,Viburnum.lantana,0.9,vib.lan,Corymb.of.capitula
CH,3,WA,Total.number.of.flower.units.per.m294,17,7,2013,Daucus.carota,4.1,dau.car,Umbel
CH,3,WA,Total.number.of.flower.units.per.m295,17,7,2013,Geum.urbanum,0.7,geu.urb,Flower.head
CH,3,WA,Total.number.of.flower.units.per.m296,17,7,2013,Impatiens.parviflora,0.6,imp.par,Flower
CH,3,WA,Total.number.of.flower.units.per.m297,21,8,2013,Rubus.vestitus,0.8,NA,NA
CH,3,WL,Total.number.of.flower.units.per.m298,11,4,2014,Alliaria.petiolata,0.05,all.pet,Flower
CH,3,WL,Total.number.of.flower.units.per.m299,11,4,2014,Capsella.bursa.pastoris,0.2875,NA,NA
CH,3,WL,Total.number.of.flower.units.per.m300,11,4,2014,Glechoma.hederacea,54,gle.hed,Raceme
CH,3,WL,Total.number.of.flower.units.per.m301,11,4,2014,Lamium.galeobdolon,22,lam.gal,Flowered.stem
CH,3,WL,Total.number.of.flower.units.per.m302,11,4,2014,Ranunculus.acris,0.8,ran.acr,Flower
CH,3,WL,Total.number.of.flower.units.per.m303,11,4,2014,Taraxacum.campylodes,7.5,NA,NA
CH,3,WL,Total.number.of.flower.units.per.m304,11,4,2014,Veronica.persica,0.4,ver.per,Flower
CH,3,WL,Total.number.of.flower.units.per.m305,4,6,2013,Alliaria.petiolata,0.3,all.pet,Flower
CH,3,WL,Total.number.of.flower.units.per.m306,4,6,2013,Cerastium.fontanum,0.3,cer.fon,Flower
CH,3,WL,Total.number.of.flower.units.per.m307,4,6,2013,Fragaria.vesca,0.8,fra.ves,Flower.head
CH,3,WL,Total.number.of.flower.units.per.m308,4,6,2013,Glechoma.hederacea,64.8,gle.hed,Raceme
CH,3,WL,Total.number.of.flower.units.per.m309,4,6,2013,Lamium.galeobdolon,1360,lam.gal,Flowered.stem
CH,3,WL,Total.number.of.flower.units.per.m310,4,6,2013,Ornithogalum.umbellatum,0.1,orn.umb,Flower
CH,3,WL,Total.number.of.flower.units.per.m311,4,6,2013,Plantago.lanceolata,0.4,pla.lan,Spike
CH,3,WL,Total.number.of.flower.units.per.m312,4,6,2013,Ranunculus.acris,1.8,ran.acr,Flower
CH,3,WL,Total.number.of.flower.units.per.m313,4,6,2013,Taraxacum.campylodes,2,NA,NA
CH,3,WL,Total.number.of.flower.units.per.m314,20,8,2013,Lamium.purpureum,9,lam.pur,Flowered.stem
CH,3,WL,Total.number.of.flower.units.per.m315,20,8,2013,Plantago.lanceolata,0.6,pla.lan,Spike
CH,4,WA,Total.number.of.flower.units.per.m316,11,4,2014,Anemone.nemorosa,5.8,ane.nem,Flower
CH,4,WA,Total.number.of.flower.units.per.m317,11,4,2014,Ficaria.verna,7.9,NA,NA
CH,4,WA,Total.number.of.flower.units.per.m318,11,4,2014,Prunus.spinosa,330,pru.spi,Flower
CH,4,WA,Total.number.of.flower.units.per.m319,4,6,2013,Galium.odoratum,1,gal.odo,Flower
CH,4,WA,Total.number.of.flower.units.per.m320,4,6,2013,Geranium.robertianum,0.2,ger.rob,Flower
CH,4,WA,Total.number.of.flower.units.per.m321,4,6,2013,Rubus.idaeus,0.1,rub.ide,Flower
CH,4,WA,Total.number.of.flower.units.per.m322,15,7,2013,Geranium.dissectum,0.2,ger.dis,Flower
CH,4,WA,Total.number.of.flower.units.per.m323,15,7,2013,Geum.urbanum,2.7,geu.urb,Flower.head
CH,4,WA,Total.number.of.flower.units.per.m324,15,7,2013,Rubus.idaeus,5.1,rub.ide,Flower
CH,4,WA,Total.number.of.flower.units.per.m325,20,8,2013,Circaea.lutetiana,4,cir.lut,Flower
CH,4,WA,Total.number.of.flower.units.per.m326,20,8,2013,Geranium.dissectum,1.2,ger.dis,Flower
CH,4,WA,Total.number.of.flower.units.per.m327,20,8,2013,Rubus.idaeus,0.1,rub.ide,Flower
CH,4,WL,Total.number.of.flower.units.per.m328,11,4,2014,Ajuga.reptans,0.1,aju.rep,Raceme
CH,4,WL,Total.number.of.flower.units.per.m329,11,4,2014,Anemone.nemorosa,3.5,ane.nem,Flower
CH,4,WL,Total.number.of.flower.units.per.m330,11,4,2014,Cardamine.pratensis,0.1,car.pra,Flower
CH,4,WL,Total.number.of.flower.units.per.m331,11,4,2014,Ficaria.verna,0.1,NA,NA
CH,4,WL,Total.number.of.flower.units.per.m332,11,4,2014,Glechoma.hederacea,0.8,gle.hed,Raceme
CH,4,WL,Total.number.of.flower.units.per.m333,11,4,2014,Plantago.lanceolata,0.4,pla.lan,Spike
CH,4,WL,Total.number.of.flower.units.per.m334,11,4,2014,Potentilla.sterilis,0.4,pot.ste,Flower
CH,4,WL,Total.number.of.flower.units.per.m335,11,4,2014,Prunus.padus,20,pru.pad,Raceme
CH,4,WL,Total.number.of.flower.units.per.m336,11,4,2014,Prunus.spinosa,112,pru.spi,Flower
CH,4,WL,Total.number.of.flower.units.per.m337,11,4,2014,Taraxacum.campylodes,3.7,NA,NA
CH,4,WL,Total.number.of.flower.units.per.m338,11,4,2014,Veronica.arvensis,0.2,ver.arv,Flower
CH,4,WL,Total.number.of.flower.units.per.m339,4,6,2013,Cerastium.fontanum,0.2,cer.fon,Flower
CH,4,WL,Total.number.of.flower.units.per.m340,4,6,2013,Euonymus.europaeus,123,euo.eur,Flower
CH,4,WL,Total.number.of.flower.units.per.m341,4,6,2013,Galium.album,5,gal.alb,Raceme
CH,4,WL,Total.number.of.flower.units.per.m342,4,6,2013,Galium.mollugo,4.6,gal.mol,Raceme
CH,4,WL,Total.number.of.flower.units.per.m343,4,6,2013,Hedera.helix,1,NA,NA
CH,4,WL,Total.number.of.flower.units.per.m344,4,6,2013,Medicago.lupulina,10.3,med.lup,Flower
CH,4,WL,Total.number.of.flower.units.per.m345,4,6,2013,Plantago.lanceolata,0.45,pla.lan,Spike
CH,4,WL,Total.number.of.flower.units.per.m346,4,6,2013,Reseda.lutea,0.2,NA,NA
CH,4,WL,Total.number.of.flower.units.per.m347,4,6,2013,Trifolium.pratense,7.9,tri.pra,Flower.head
CH,4,WL,Total.number.of.flower.units.per.m348,4,6,2013,Viburnum.opulus,2,vib.opu,Corymb.of.capitula
CH,4,WL,Total.number.of.flower.units.per.m349,4,6,2013,Vicia.sepium,1.3,vic.sep,Raceme
CH,4,WL,Total.number.of.flower.units.per.m350,15,7,2013,Galium.album,6.8,gal.alb,Raceme
CH,4,WL,Total.number.of.flower.units.per.m351,15,7,2013,Lotus.corniculatus,0.9,lot.cor,Flower
CH,4,WL,Total.number.of.flower.units.per.m352,15,7,2013,Plantago.lanceolata,1.7,pla.lan,Spike
CH,4,WL,Total.number.of.flower.units.per.m353,15,7,2013,Trifolium.pratense,0.8,tri.pra,Flower.head
CH,4,WL,Total.number.of.flower.units.per.m354,15,7,2013,Veronica.chamaedrys,3.5,ver.cha,Flower
CH,4,WL,Total.number.of.flower.units.per.m355,20,8,2013,Plantago.lanceolata,2.45,pla.lan,Spike
CH,5,HA,Total.number.of.flower.units.per.m356,20,5,2014,Ajuga.reptans,0.2,aju.rep,Raceme
CH,5,HA,Total.number.of.flower.units.per.m357,20,5,2014,Cerastium.fontanum,2.3,cer.fon,Flower
CH,5,HA,Total.number.of.flower.units.per.m358,20,5,2014,Medicago.lupulina,5.3,med.lup,Flower
CH,5,HA,Total.number.of.flower.units.per.m359,20,5,2014,Myosotis.arvensis,0.3,myo.arv,Flower
CH,5,HA,Total.number.of.flower.units.per.m360,20,5,2014,Plantago.lanceolata,2.1,pla.lan,Spike
CH,5,HA,Total.number.of.flower.units.per.m361,20,5,2014,Ranunculus.acris,0.4,ran.acr,Flower
CH,5,HA,Total.number.of.flower.units.per.m362,20,5,2014,Ranunculus.bulbosus,10.75,ran.bul,Flower
CH,5,HA,Total.number.of.flower.units.per.m363,20,5,2014,Rumex.acetosa,1.25,rum.ace,Spike
CH,5,HA,Total.number.of.flower.units.per.m364,20,5,2014,Veronica.arvensis,1.8,ver.arv,Flower
CH,5,HA,Total.number.of.flower.units.per.m365,20,5,2014,Veronica.persica,6.25,ver.per,Flower
CH,5,HA,Total.number.of.flower.units.per.m366,20,5,2014,Vicia.sepium,0.2,vic.sep,Raceme
CH,5,HA,Total.number.of.flower.units.per.m367,7,6,2013,Achillea.millefolium,0.2,ach.mil,Umbel
CH,5,HA,Total.number.of.flower.units.per.m368,7,6,2013,Campanula.rotundifolia,4.6,cam.rot,Flower
CH,5,HA,Total.number.of.flower.units.per.m369,7,6,2013,Centaurea.scabiosa,0.3,cen.sca,Flower.head
CH,5,HA,Total.number.of.flower.units.per.m370,7,6,2013,Galium.mollugo,3.1,gal.mol,Raceme
CH,5,HA,Total.number.of.flower.units.per.m371,7,6,2013,Knautia.arvensis,0.2,kna.arv,Flower.head
CH,5,HA,Total.number.of.flower.units.per.m372,7,6,2013,Leucanthemum.vulgare,9.5,leu.vul,Flower.head
CH,5,HA,Total.number.of.flower.units.per.m373,7,6,2013,Medicago.lupulina,8.4,med.lup,Flower
CH,5,HA,Total.number.of.flower.units.per.m374,7,6,2013,Plantago.lanceolata,0.3,pla.lan,Spike
CH,5,HA,Total.number.of.flower.units.per.m375,7,6,2013,Salvia.pratensis,0.3,sal.pra,Raceme
CH,5,HA,Total.number.of.flower.units.per.m376,7,6,2013,Trifolium.pratense,5.65,tri.pra,Flower.head
CH,5,HA,Total.number.of.flower.units.per.m377,7,6,2013,Vicia.sepium,2.4,vic.sep,Raceme
CH,5,HA,Total.number.of.flower.units.per.m378,2,7,2013,Achillea.millefolium,1.8,ach.mil,Umbel
CH,5,HA,Total.number.of.flower.units.per.m379,2,7,2013,Galium.album,2.2,gal.alb,Raceme
CH,5,HA,Total.number.of.flower.units.per.m380,2,7,2013,Galium.mollugo,0.2,gal.mol,Raceme
CH,5,HA,Total.number.of.flower.units.per.m381,2,7,2013,Knautia.arvensis,0.7,kna.arv,Flower.head
CH,5,HA,Total.number.of.flower.units.per.m382,2,7,2013,Lamium.galeobdolon,1,lam.gal,Flowered.stem
CH,5,HA,Total.number.of.flower.units.per.m383,2,7,2013,Leucanthemum.vulgare,0.1,leu.vul,Flower.head
CH,5,HA,Total.number.of.flower.units.per.m384,2,7,2013,Lotus.corniculatus,2,lot.cor,Flower
CH,5,HA,Total.number.of.flower.units.per.m385,2,7,2013,Plantago.lanceolata,2.8,pla.lan,Spike
CH,5,HA,Total.number.of.flower.units.per.m386,2,7,2013,Trifolium.pratense,6.35,tri.pra,Flower.head
CH,5,HA,Total.number.of.flower.units.per.m387,2,7,2013,Trifolium.repens,0.4,tri.rep,Flower.head
CH,5,HA,Total.number.of.flower.units.per.m388,2,7,2013,Vicia.sepium,0.1,vic.sep,Raceme
CH,5,HA,Total.number.of.flower.units.per.m389,16,8,2013,Knautia.arvensis,0.1,kna.arv,Flower.head
CH,5,HA,Total.number.of.flower.units.per.m390,16,8,2013,Plantago.lanceolata,3.75,pla.lan,Spike
CH,5,HA,Total.number.of.flower.units.per.m391,16,8,2013,Trifolium.pratense,1,tri.pra,Flower.head
CH,5,HA,Total.number.of.flower.units.per.m392,16,8,2013,Trifolium.repens,0.1,tri.rep,Flower.head
CH,5,HL,Total.number.of.flower.units.per.m393,20,5,2014,Veronica.persica,0.4,ver.per,Flower
CH,5,HL,Total.number.of.flower.units.per.m394,7,6,2013,Achillea.millefolium,0.2,ach.mil,Umbel
CH,5,HL,Total.number.of.flower.units.per.m395,7,6,2013,Centaurea.jacea,0.4,cen.jac,Flower.head
CH,5,HL,Total.number.of.flower.units.per.m396,7,6,2013,Cerastium.fontanum,2.1,cer.fon,Flower
CH,5,HL,Total.number.of.flower.units.per.m397,7,6,2013,Geranium.spp,2,ger.dem,Flower
CH,5,HL,Total.number.of.flower.units.per.m398,7,6,2013,Leucanthemum.vulgare,36.85,leu.vul,Flower.head
CH,5,HL,Total.number.of.flower.units.per.m399,7,6,2013,Myosotis.arvensis,11.25,myo.arv,Flower
CH,5,HL,Total.number.of.flower.units.per.m400,7,6,2013,Silene.latifolia,2.05,NA,NA
CH,5,HL,Total.number.of.flower.units.per.m401,2,7,2013,Achillea.millefolium,103.4,ach.mil,Umbel
CH,5,HL,Total.number.of.flower.units.per.m402,2,7,2013,Agrostemma.githago,0.75,agr.git,Flower
CH,5,HL,Total.number.of.flower.units.per.m403,2,7,2013,Daucus.carota,3.3,dau.car,Umbel
CH,5,HL,Total.number.of.flower.units.per.m404,2,7,2013,Echium.vulgare,0.2,ech.vul,Flower
CH,5,HL,Total.number.of.flower.units.per.m405,2,7,2013,Erigeron.annuus,3,eri.ann,Flower.head
CH,5,HL,Total.number.of.flower.units.per.m406,2,7,2013,Leucanthemum.vulgare,2.15,leu.vul,Flower.head
CH,5,HL,Total.number.of.flower.units.per.m407,2,7,2013,Matricaria.chamomilla,1.7,mat.cha,Flower.head
CH,5,HL,Total.number.of.flower.units.per.m408,2,7,2013,Medicago.sativa,107.05,med.sat,Flower
CH,5,HL,Total.number.of.flower.units.per.m409,2,7,2013,Melilotus.albus,23,mel.alb,Raceme
CH,5,HL,Total.number.of.flower.units.per.m410,2,7,2013,Oenothera.biennis,0.3,oen.bie,Flowered.stem
CH,5,HL,Total.number.of.flower.units.per.m411,2,7,2013,Papaver.rhoeas,0.1,pap.rho,Flower
CH,5,HL,Total.number.of.flower.units.per.m412,2,7,2013,Silene.latifolia,4.9,NA,NA
CH,5,HL,Total.number.of.flower.units.per.m413,2,7,2013,Verbascum.densiflorum,12,ver.den,Flowered.stem
CH,5,HL,Total.number.of.flower.units.per.m414,16,8,2013,Achillea.millefolium,15.8,ach.mil,Umbel
CH,5,HL,Total.number.of.flower.units.per.m415,16,8,2013,Cichorium.intybus,0.6,cic.int,Flower
CH,5,HL,Total.number.of.flower.units.per.m416,16,8,2013,Cirsium.vulgare,0.1,cir.vul,Flower.head
CH,5,HL,Total.number.of.flower.units.per.m417,16,8,2013,Daucus.carota,1.6,dau.car,Umbel
CH,5,HL,Total.number.of.flower.units.per.m418,16,8,2013,Echium.vulgare,3.9,ech.vul,Flower
CH,5,HL,Total.number.of.flower.units.per.m419,16,8,2013,Leucanthemum.vulgare,0.4,leu.vul,Flower.head
CH,5,HL,Total.number.of.flower.units.per.m420,16,8,2013,Medicago.sativa,23.55,med.sat,Flower
CH,5,HL,Total.number.of.flower.units.per.m421,16,8,2013,Ranunculus.acris,0.1,ran.acr,Flower
CH,5,HL,Total.number.of.flower.units.per.m422,16,8,2013,Silene.noctiflora,1.65,sil.noc,Flower
CH,5,WA,Total.number.of.flower.units.per.m423,20,5,2014,Galium.odoratum,0.6,gal.odo,Flower
CH,5,WA,Total.number.of.flower.units.per.m424,20,5,2014,Veronica.persica,0.1,ver.per,Flower
CH,5,WA,Total.number.of.flower.units.per.m425,7,6,2013,Crataegus.monogyna,13.5,cra.mon,Flower
CH,5,WA,Total.number.of.flower.units.per.m426,7,6,2013,Galium.odoratum,2.4,gal.odo,Flower
CH,5,WA,Total.number.of.flower.units.per.m427,7,6,2013,Impatiens.parviflora,9.9,imp.par,Flower
CH,5,WA,Total.number.of.flower.units.per.m428,7,6,2013,Sambucus.nigra,0.7,sam.nig,Corymb.of.capitula
CH,5,WA,Total.number.of.flower.units.per.m429,2,7,2013,Impatiens.parviflora,21.65,imp.par,Flower
CH,5,WA,Total.number.of.flower.units.per.m430,16,8,2013,Galeopsis.tetrahit,210,gal.tet,Flowered.stem
CH,5,WA,Total.number.of.flower.units.per.m431,16,8,2013,Impatiens.parviflora,2.75,imp.par,Flower
CH,5,WL,Total.number.of.flower.units.per.m432,20,5,2014,Ajuga.reptans,0.45,aju.rep,Raceme
CH,5,WL,Total.number.of.flower.units.per.m433,20,5,2014,Arabidopsis.thaliana,0.3,ara.tha,Raceme
CH,5,WL,Total.number.of.flower.units.per.m434,20,5,2014,Cerastium.fontanum,0.2,cer.fon,Flower
CH,5,WL,Total.number.of.flower.units.per.m435,20,5,2014,Fragaria.vesca,0.6,fra.ves,Flower.head
CH,5,WL,Total.number.of.flower.units.per.m436,20,5,2014,Glechoma.hederacea,18,gle.hed,Raceme
CH,5,WL,Total.number.of.flower.units.per.m437,20,5,2014,Medicago.lupulina,1.6,med.lup,Flower
CH,5,WL,Total.number.of.flower.units.per.m438,20,5,2014,Potentilla.neumanniana,1.3,pot.neu,Flower
CH,5,WL,Total.number.of.flower.units.per.m439,20,5,2014,Potentilla.sterilis,1,pot.ste,Flower
CH,5,WL,Total.number.of.flower.units.per.m440,20,5,2014,Ranunculus.bulbosus,4.6,ran.bul,Flower
CH,5,WL,Total.number.of.flower.units.per.m441,20,5,2014,Rumex.acetosa,0.7,rum.ace,Spike
CH,5,WL,Total.number.of.flower.units.per.m442,20,5,2014,Taraxacum.campylodes,2.9,NA,NA
CH,5,WL,Total.number.of.flower.units.per.m443,20,5,2014,Veronica.arvensis,1.3,ver.arv,Flower
CH,5,WL,Total.number.of.flower.units.per.m444,20,5,2014,Veronica.chamaedrys,15.2,ver.cha,Flower
CH,5,WL,Total.number.of.flower.units.per.m445,20,5,2014,Veronica.persica,0.55,ver.per,Flower
CH,5,WL,Total.number.of.flower.units.per.m446,5,6,2013,Ajuga.reptans,0.3,aju.rep,Raceme
CH,5,WL,Total.number.of.flower.units.per.m447,5,6,2013,Fragaria.vesca,0.9,fra.ves,Flower.head
CH,5,WL,Total.number.of.flower.units.per.m448,5,6,2013,Galium.mollugo,2.5,gal.mol,Raceme
CH,5,WL,Total.number.of.flower.units.per.m449,5,6,2013,Knautia.arvensis,0.1,kna.arv,Flower.head
CH,5,WL,Total.number.of.flower.units.per.m450,5,6,2013,Medicago.lupulina,22.4,med.lup,Flower
CH,5,WL,Total.number.of.flower.units.per.m451,5,6,2013,Plantago.lanceolata,0.3,pla.lan,Spike
CH,5,WL,Total.number.of.flower.units.per.m452,5,6,2013,Ranunculus.acris,0.4,ran.acr,Flower
CH,5,WL,Total.number.of.flower.units.per.m453,5,6,2013,Sanguisorba.officinalis,0.6,san.off,Spadix
CH,5,WL,Total.number.of.flower.units.per.m454,5,6,2013,Vicia.sepium,14.4,vic.sep,Raceme
CH,5,WL,Total.number.of.flower.units.per.m455,7,6,2013,Fragaria.vesca,3.4,fra.ves,Flower.head
CH,5,WL,Total.number.of.flower.units.per.m456,7,6,2013,Rosa.spp,5.2,rosa.sp,Flower
CH,5,WL,Total.number.of.flower.units.per.m457,7,6,2013,Sanguisorba.minor,0.1,san.min,Spadix
CH,5,WL,Total.number.of.flower.units.per.m458,7,6,2013,Viburnum.opulus,6.9,vib.opu,Corymb.of.capitula
CH,5,WL,Total.number.of.flower.units.per.m459,7,6,2013,Vicia.sepium,1.9,vic.sep,Raceme
CH,5,WL,Total.number.of.flower.units.per.m460,2,7,2013,Clematis.vitalba,0.85,cle.vit,Flower
CH,5,WL,Total.number.of.flower.units.per.m461,2,7,2013,Daucus.carota,1.6,dau.car,Umbel
CH,5,WL,Total.number.of.flower.units.per.m462,2,7,2013,Geum.urbanum,1.9,geu.urb,Flower.head
CH,5,WL,Total.number.of.flower.units.per.m463,2,7,2013,Hypericum.perforatum,0.0375,hyp.per,Flower
CH,5,WL,Total.number.of.flower.units.per.m464,2,7,2013,Malva.neglecta,2.6,mal.neg,Flower
CH,5,WL,Total.number.of.flower.units.per.m465,2,7,2013,Plantago.lanceolata,1.1,pla.lan,Spike
CH,5,WL,Total.number.of.flower.units.per.m466,2,7,2013,Trifolium.pratense,0.2,tri.pra,Flower.head
CH,5,WL,Total.number.of.flower.units.per.m467,2,7,2013,Urtica.dioica,0.1,urt.dio,Spike
CH,5,WL,Total.number.of.flower.units.per.m468,2,7,2013,Viburnum.opulus,0.6,vib.opu,Corymb.of.capitula
CH,5,WL,Total.number.of.flower.units.per.m469,13,8,2013,Achillea.millefolium,3,ach.mil,Umbel
CH,5,WL,Total.number.of.flower.units.per.m470,13,8,2013,Clematis.vitalba,3.39,cle.vit,Flower
CH,5,WL,Total.number.of.flower.units.per.m471,13,8,2013,Cota.tinctoria,2,ant.tin,Flower.head
CH,5,WL,Total.number.of.flower.units.per.m472,13,8,2013,Echium.vulgare,5.5,ech.vul,Flower
CH,5,WL,Total.number.of.flower.units.per.m473,13,8,2013,Geum.urbanum,0.1,geu.urb,Flower.head
CH,5,WL,Total.number.of.flower.units.per.m474,13,8,2013,Hypericum.perforatum,0.0125,hyp.per,Flower
CH,5,WL,Total.number.of.flower.units.per.m475,13,8,2013,Malva.neglecta,2,mal.neg,Flower
CH,5,WL,Total.number.of.flower.units.per.m476,13,8,2013,Trifolium.pratense,3,tri.pra,Flower.head
CH,5,WL,Total.number.of.flower.units.per.m477,13,8,2013,Veronica.officinalis,14.5,ver.off,Flower
CH,5,WL,Total.number.of.flower.units.per.m478,16,8,2013,Galium.album,1.6,gal.alb,Raceme
CH,5,WL,Total.number.of.flower.units.per.m479,16,8,2013,Lotus.corniculatus,0.075,lot.cor,Flower
CH,5,WL,Total.number.of.flower.units.per.m480,16,8,2013,Plantago.lanceolata,0.9,pla.lan,Spike
CH,5,WL,Total.number.of.flower.units.per.m481,16,8,2013,Trifolium.pratense,0.8,tri.pra,Flower.head
CH,5,WL,Total.number.of.flower.units.per.m482,16,8,2013,Vicia.sepium,0.2,vic.sep,Raceme
CH,6,HA,Total.number.of.flower.units.per.m483,9,4,2014,Ajuga.reptans,1.75,aju.rep,Raceme
CH,6,HA,Total.number.of.flower.units.per.m484,9,4,2014,Cardamine.pratensis,1.3,car.pra,Flower
CH,6,HA,Total.number.of.flower.units.per.m485,9,4,2014,Carex.hirta,0.4,car.hir,Spike
CH,6,HA,Total.number.of.flower.units.per.m486,9,4,2014,Cerastium.fontanum,0.5,cer.fon,Flower
CH,6,HA,Total.number.of.flower.units.per.m487,9,4,2014,Glechoma.hederacea,11.6,gle.hed,Raceme
CH,6,HA,Total.number.of.flower.units.per.m488,9,4,2014,Myosotis.arvensis,0.85,myo.arv,Flower
CH,6,HA,Total.number.of.flower.units.per.m489,9,4,2014,Ranunculus.acris,4.7,ran.acr,Flower
CH,6,HA,Total.number.of.flower.units.per.m490,9,4,2014,Ranunculus.bulbosus,4.8,ran.bul,Flower
CH,6,HA,Total.number.of.flower.units.per.m491,9,4,2014,Rumex.acetosa,0.6,rum.ace,Spike
CH,6,HA,Total.number.of.flower.units.per.m492,9,4,2014,Silene.dioica,0.4,sil.dio,Flower
CH,6,HA,Total.number.of.flower.units.per.m493,9,4,2014,Taraxacum.campylodes,4.1,NA,NA
