Day,Month,Year,Site_id,Plant_species,Flower_count,Units,Comment,Inflorescence type
10,6,2021,FR_V09,Polygonum aviculare,100-200,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,single.flower
10,6,2021,FR_V09,Ranunculus repens,4,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,single.flower
10,6,2021,FR_V09,Ranunculus repens,34,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,single.flower
10,6,2021,FR_V09,Sambucus nigra,9,"Flowers per square meter (sampled with vertical 1m² frame for shrubs, hedgerows,...)",Sampling period 2,umbel
10,6,2021,FR_V09,Trifolium campestre,71,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,flower.head
10,6,2021,FR_V09,Trifolium dubium,17,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,flower.head
10,6,2021,FR_V09,Trifolium repens,69,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,flower.head
10,6,2021,FR_V09,Trifolium repens,77,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,flower.head
10,6,2021,FR_V09,Vicia cracca,11,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,single.flower
10,6,2021,FR_V09,Vicia cracca,12,"Flowers per square meter (sampled with vertical 1m² frame for shrubs, hedgerows,...)",Sampling period 2,single.flower
20,7,2021,FR_V09,Centaurea jacea,6,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,flower.head
20,7,2021,FR_V09,Coronilla varia,59,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,flower.head
20,7,2021,FR_V09,Dipsacus fullonum,8,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,flower.head
20,7,2021,FR_V09,Galium album,26,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,cyme
20,7,2021,FR_V09,Glycine max,3,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,single.flower
20,7,2021,FR_V09,Glycine max,6,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,single.flower
20,7,2021,FR_V09,Glycine max,10,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,single.flower
20,7,2021,FR_V09,Glycine max,13,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,single.flower
20,7,2021,FR_V09,Glycine max,16,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,single.flower
20,7,2021,FR_V09,Glycine max,18,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,single.flower
20,7,2021,FR_V09,Glycine max,18,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,single.flower
20,7,2021,FR_V09,Glycine max,19,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,single.flower
20,7,2021,FR_V09,Glycine max,21,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,single.flower
20,7,2021,FR_V09,Glycine max,21,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,single.flower
20,7,2021,FR_V09,Glycine max,27,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,single.flower
20,7,2021,FR_V09,Glycine max,31,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,single.flower
20,7,2021,FR_V09,Glycine max,31,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,single.flower
20,7,2021,FR_V09,Glycine max,33,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,single.flower
20,7,2021,FR_V09,Glycine max,34,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,single.flower
20,7,2021,FR_V09,Glycine max,55,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,single.flower
20,7,2021,FR_V09,Lotus corniculatus,51,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,flower.head
20,7,2021,FR_V09,Rubus sp,2,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,single.flower
20,7,2021,FR_V09,Rubus sp,8,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,single.flower
20,7,2021,FR_V09,Torilis arvensis,300-400,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,umbel
23,4,2021,FR_V13,Brassica napus,82,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 1,single.flower
23,4,2021,FR_V13,Brassica napus,95,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 1,single.flower
23,4,2021,FR_V13,Brassica napus,97,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 1,single.flower
23,4,2021,FR_V13,Brassica napus,100-200,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 1,single.flower
23,4,2021,FR_V13,Brassica napus,100-200,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 1,single.flower
23,4,2021,FR_V13,Brassica napus,100-200,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 1,single.flower
23,4,2021,FR_V13,Brassica napus,100-200,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 1,single.flower
23,4,2021,FR_V13,Cerastium glomeratum,100-200,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 1,single.flower
23,4,2021,FR_V13,Cerastium glomeratum,100-200,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 1,single.flower
23,4,2021,FR_V13,Lonicera xylosteum,40,"Flowers per square meter (sampled with vertical 1m² frame for shrubs, hedgerows,...)",Sampling period 1,single.flower
23,4,2021,FR_V13,Plantago lanceolata,4,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 1,flower.head
23,4,2021,FR_V13,Ranunculus acris,1,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 1,single.flower
23,4,2021,FR_V13,Senecio vulgaris,1,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 1,capitulum
23,4,2021,FR_V13,Senecio vulgaris,2,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 1,capitulum
23,4,2021,FR_V13,Senecio vulgaris,80,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 1,capitulum
23,4,2021,FR_V13,Senecio vulgaris,99,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 1,capitulum
23,4,2021,FR_V13,Taraxacum officinale,2,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 1,capitulum
23,4,2021,FR_V13,Taraxacum officinale,5,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 1,capitulum
23,4,2021,FR_V13,Taraxacum officinale,64,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 1,capitulum
23,4,2021,FR_V13,Veronica arvensis,12,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 1,single.flower
10,6,2021,FR_V13,Cirsium palustre,13,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,capitulum
10,6,2021,FR_V13,Cirsium palustre,17,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,capitulum
10,6,2021,FR_V13,Cornus mas,1,"Flowers per square meter (sampled with vertical 1m² frame for shrubs, hedgerows,...)",Sampling period 2,highbush
10,6,2021,FR_V13,Erigeron annuus,1,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,capitulum
10,6,2021,FR_V13,Galium aparine,7,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,cyme
10,6,2021,FR_V13,Galium aparine,10,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,cyme
10,6,2021,FR_V13,Galium aparine,3,"Flowers per square meter (sampled with vertical 1m² frame for shrubs, hedgerows,...)",Sampling period 2,cyme
10,6,2021,FR_V13,Galium mollugo,12,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,cyme
10,6,2021,FR_V13,Geranium dissectum,1,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,single.flower
10,6,2021,FR_V13,Geranium dissectum,5,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,single.flower
10,6,2021,FR_V13,Geranium dissectum,9,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,single.flower
10,6,2021,FR_V13,Geranium dissectum,11,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,single.flower
10,6,2021,FR_V13,Geranium dissectum,18,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,single.flower
10,6,2021,FR_V13,Geranium dissectum,18,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,single.flower
10,6,2021,FR_V13,Geranium molle,6,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,single.flower
10,6,2021,FR_V13,Geum urbanum,1,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,single.flower
10,6,2021,FR_V13,Lapsana communis,2,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,capitulum
10,6,2021,FR_V13,Lapsana communis,5,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,capitulum
10,6,2021,FR_V13,Lapsana communis,13,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,capitulum
10,6,2021,FR_V13,Lathyrus sp,2,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,single.flower
10,6,2021,FR_V13,Ligustrum vulgare,3,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,single.flower
10,6,2021,FR_V13,Ligustrum vulgare,3,"Flowers per square meter (sampled with vertical 1m² frame for shrubs, hedgerows,...)",Sampling period 2,single.flower
10,6,2021,FR_V13,Lonicera periclymenum,8,"Flowers per square meter (sampled with vertical 1m² frame for shrubs, hedgerows,...)",Sampling period 2,single.flower
10,6,2021,FR_V13,Matricaria chamomilla,19,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,capitulum
10,6,2021,FR_V13,Potentilla reptans,1,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,single.flower
10,6,2021,FR_V13,Potentilla reptans,9,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,single.flower
10,6,2021,FR_V13,Potentilla reptans,16,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,single.flower
10,6,2021,FR_V13,Prunus sp,4,"Flowers per square meter (sampled with vertical 1m² frame for shrubs, hedgerows,...)",Sampling period 2,single.flower
10,6,2021,FR_V13,Ranunculus repens,4,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,single.flower
10,6,2021,FR_V13,Ranunculus repens,5,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,single.flower
10,6,2021,FR_V13,Rosa sp,2,"Flowers per square meter (sampled with vertical 1m² frame for shrubs, hedgerows,...)",Sampling period 2,single.flower
10,6,2021,FR_V13,Rosa sp,6,"Flowers per square meter (sampled with vertical 1m² frame for shrubs, hedgerows,...)",Sampling period 2,single.flower
10,6,2021,FR_V13,Rosa sp,12,"Flowers per square meter (sampled with vertical 1m² frame for shrubs, hedgerows,...)",Sampling period 2,single.flower
10,6,2021,FR_V13,Rosa sp,14,"Flowers per square meter (sampled with vertical 1m² frame for shrubs, hedgerows,...)",Sampling period 2,single.flower
10,6,2021,FR_V13,Rubus sp,1,"Flowers per square meter (sampled with vertical 1m² frame for shrubs, hedgerows,...)",Sampling period 2,single.flower
10,6,2021,FR_V13,Stellaria graminea,300-400,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,single.flower
10,6,2021,FR_V13,Trifolium dubium,100-200,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,flower.head
10,6,2021,FR_V13,Vicia angustifolia,1,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,single.flower
21,7,2021,FR_V13,Agrimonia eupatoria,8,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,single.flower
21,7,2021,FR_V13,Amaranthus hybridus,1,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,flower.head
21,7,2021,FR_V13,Cerastium semidecandrum,1,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,single.flower
21,7,2021,FR_V13,Cirsium arvense,3,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,capitulum
21,7,2021,FR_V13,Cirsium arvense,16,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,capitulum
21,7,2021,FR_V13,Cirsium arvense,16,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,capitulum
21,7,2021,FR_V13,Cirsium arvense,17,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,capitulum
21,7,2021,FR_V13,Cirsium arvense,22,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,capitulum
21,7,2021,FR_V13,Cirsium arvense,25,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,capitulum
21,7,2021,FR_V13,Cirsium arvense,32,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,capitulum
21,7,2021,FR_V13,Cirsium arvense,35,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,capitulum
21,7,2021,FR_V13,Cirsium arvense,38,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,capitulum
21,7,2021,FR_V13,Cirsium arvense,49,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,capitulum
21,7,2021,FR_V13,Convolvulus arvensis,1,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,single.flower
21,7,2021,FR_V13,Convolvulus arvensis,4,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,single.flower
21,7,2021,FR_V13,Convolvulus arvensis,8,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,single.flower
21,7,2021,FR_V13,Crepis sp,4,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,capitulum
21,7,2021,FR_V13,Daucus carota,1,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,umbel
21,7,2021,FR_V13,Daucus carota,2,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,umbel
21,7,2021,FR_V13,Daucus carota,14,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,umbel
21,7,2021,FR_V13,Daucus carota,36,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,umbel
21,7,2021,FR_V13,Epilobium tetragonum,13,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,single.flower
21,7,2021,FR_V13,Erigeron annuus,53,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,capitulum
21,7,2021,FR_V13,Erigeron annuus,83,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,capitulum
21,7,2021,FR_V13,Fallopia convolvulus,10,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,single.flower
21,7,2021,FR_V13,Geranium dissectum,1,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,single.flower
21,7,2021,FR_V13,Geranium dissectum,1,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,single.flower
21,7,2021,FR_V13,Geranium dissectum,2,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,single.flower
21,7,2021,FR_V13,Hypericum perforatum,18,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,single.flower
21,7,2021,FR_V13,Lathyrus odoratus,30,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,single.flower
21,7,2021,FR_V13,Leucanthemum vulgare,3,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,capitulum
21,7,2021,FR_V13,Lysimachia arvensis,16,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,single.flower
21,7,2021,FR_V13,Lythrum hyssopifolia,23,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,single.flower
21,7,2021,FR_V13,Medicago lupulina,1,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,flower.head
21,7,2021,FR_V13,Mercurialis annua,19,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,flower.head
21,7,2021,FR_V13,Myosotis arvensis,2,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,cyme
21,7,2021,FR_V13,Papaver rhoeas,1,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,single.flower
21,7,2021,FR_V13,Prunella vulgaris,1,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,flower.head
21,7,2021,FR_V13,Prunella vulgaris,46,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,flower.head
21,7,2021,FR_V13,Prunella vulgaris,64,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,flower.head
21,7,2021,FR_V13,Solanum nigrum,1,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,single.flower
21,7,2021,FR_V13,Stellaria graminea,2,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,single.flower
21,7,2021,FR_V13,Stellaria graminea,2,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,single.flower
21,7,2021,FR_V13,Stellaria media,4,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,single.flower
21,7,2021,FR_V13,Torilis arvensis,12,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,umbel
21,7,2021,FR_V13,Torilis arvensis,16,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,umbel
21,7,2021,FR_V13,Torilis arvensis,19,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,umbel
21,7,2021,FR_V13,Trifolium campestre,3,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,flower.head
21,7,2021,FR_V13,Trifolium hybridum,8,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,flower.head
21,7,2021,FR_V13,Trifolium hybridum,14,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,flower.head
21,7,2021,FR_V13,Trifolium hybridum,19,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,flower.head
21,7,2021,FR_V13,Tripleurospermum inodorum,4,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,capitulum
21,7,2021,FR_V13,Veronica arvensis,2,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,single.flower
21,7,2021,FR_V13,Veronica persica,3,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,single.flower
20,4,2021,FR_V15,Cruciata laevipes,12,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 1,flower.head
20,4,2021,FR_V15,Ranunculus repens,1,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 1,single.flower
20,4,2021,FR_V15,Scandix pecten-veneris,54,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 1,umbel
20,4,2021,FR_V15,Senecio vulgaris,2,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 1,capitulum
20,4,2021,FR_V15,Senecio vulgaris,17,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 1,capitulum
20,4,2021,FR_V15,Senecio vulgaris,19,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 1,capitulum
20,4,2021,FR_V15,Senecio vulgaris,22,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 1,capitulum
20,4,2021,FR_V15,Senecio vulgaris,23,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 1,capitulum
20,4,2021,FR_V15,Senecio vulgaris,28,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 1,capitulum
20,4,2021,FR_V15,Senecio vulgaris,43,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 1,capitulum
20,4,2021,FR_V15,Taraxacum officinale,3,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 1,capitulum
20,4,2021,FR_V15,Viola sp,1,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 1,single.flower
20,4,2021,FR_V15,Viola sp,1,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 1,single.flower
20,4,2021,FR_V15,Viola sp,2,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 1,single.flower
20,4,2021,FR_V15,Viola sp,2,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 1,single.flower
20,4,2021,FR_V15,Viola sp,5,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 1,single.flower
20,4,2021,FR_V15,Viola sp,7,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 1,single.flower
20,4,2021,FR_V15,Viola sp,9,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 1,single.flower
20,4,2021,FR_V15,Viola sp,10,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 1,single.flower
20,4,2021,FR_V15,Viola sp,19,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 1,single.flower
20,4,2021,FR_V15,Viola sp,27,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 1,single.flower
10,6,2021,FR_V15,Anacamptis pyramidalis,66,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,single.flower
10,6,2021,FR_V15,Brassica nigra,100-200,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,single.flower
10,6,2021,FR_V15,Brassica nigra,100-200,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,single.flower
10,6,2021,FR_V15,Brassica nigra,100-200,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,single.flower
10,6,2021,FR_V15,Brassica nigra,100-200,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,single.flower
10,6,2021,FR_V15,Carduus crispus,3,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,capitulum
10,6,2021,FR_V15,Clematis vitalba,2,"Flowers per square meter (sampled with vertical 1m² frame for shrubs, hedgerows,...)",Sampling period 2,single.flower
10,6,2021,FR_V15,Ervum tetraspermum,12,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,single.flower
10,6,2021,FR_V15,Geranium columbinum,1,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,single.flower
10,6,2021,FR_V15,Geranium columbinum,6,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,single.flower
10,6,2021,FR_V15,Lamium maculatum,28,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,single.flower
10,6,2021,FR_V15,Loncomelos pyrenaicus,17,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,single.flower
10,6,2021,FR_V15,Medicago lupulina,10,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,flower.head
10,6,2021,FR_V15,Plantago lanceolata,19,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,flower.head
10,6,2021,FR_V15,Ranunculus repens,15,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,single.flower
10,6,2021,FR_V15,Rosa sp,5,"Flowers per square meter (sampled with vertical 1m² frame for shrubs, hedgerows,...)",Sampling period 2,single.flower
10,6,2021,FR_V15,Rosa sp,13,"Flowers per square meter (sampled with vertical 1m² frame for shrubs, hedgerows,...)",Sampling period 2,single.flower
10,6,2021,FR_V15,Rubus sp,1,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,single.flower
10,6,2021,FR_V15,Sambucus nigra,3,"Flowers per square meter (sampled with vertical 1m² frame for shrubs, hedgerows,...)",Sampling period 2,umbel
10,6,2021,FR_V15,Senecio vulgaris,3,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,capitulum
10,6,2021,FR_V15,Silene latifolia,5,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,single.flower
10,6,2021,FR_V15,Solanum dulcamara,3,"Flowers per square meter (sampled with vertical 1m² frame for shrubs, hedgerows,...)",Sampling period 2,single.flower
10,6,2021,FR_V15,Stachys sylvatica,9,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,single.flower
10,6,2021,FR_V15,Trifolium repens,10,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,flower.head
10,6,2021,FR_V15,Trifolium repens,100-200,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,flower.head
10,6,2021,FR_V15,Vicia sepium,2,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,single.flower
10,6,2021,FR_V15,Viola arvensis,2,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,single.flower
10,6,2021,FR_V15,Viola arvensis,7,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,single.flower
10,6,2021,FR_V15,Viola arvensis,34,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,single.flower
26,7,2021,FR_V15,Agrimonia eupatoria,18,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,single.flower
26,7,2021,FR_V15,Artemisia vulgaris,100-200,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,flower.head
26,7,2021,FR_V15,Bryonia dioica,6,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,single.flower
26,7,2021,FR_V15,Carduus crispus,100-200,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,capitulum
26,7,2021,FR_V15,Carduus crispus,100-200,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,capitulum
26,7,2021,FR_V15,Carduus crispus,100-200,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,capitulum
26,7,2021,FR_V15,Carduus crispus,30,"Flowers per square meter (sampled with vertical 1m² frame for shrubs, hedgerows,...)",Sampling period 3,capitulum
26,7,2021,FR_V15,Carduus crispus,50,"Flowers per square meter (sampled with vertical 1m² frame for shrubs, hedgerows,...)",Sampling period 3,capitulum
26,7,2021,FR_V15,Cirsium vulgare,40,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,capitulum
26,7,2021,FR_V15,Cirsium vulgare,56,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,capitulum
26,7,2021,FR_V15,Clematis vitalba,5,"Flowers per square meter (sampled with vertical 1m² frame for shrubs, hedgerows,...)",Sampling period 3,single.flower
26,7,2021,FR_V15,Convolvulus sepium,1,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,single.flower
26,7,2021,FR_V15,Convolvulus sepium,2,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,single.flower
26,7,2021,FR_V15,Coronilla varia,8,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,flower.head
26,7,2021,FR_V15,Coronilla varia,15,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,flower.head
26,7,2021,FR_V15,Daucus carota,7,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,umbel
26,7,2021,FR_V15,Dipsacus fullonum,5,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,flower.head
26,7,2021,FR_V15,Dipsacus fullonum,30,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,flower.head
26,7,2021,FR_V15,Epilobium angustifolium,9,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,single.flower
26,7,2021,FR_V15,Erigeron annuus,13,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,capitulum
26,7,2021,FR_V15,Eupatorium cannabinum,7,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,flower.head
26,7,2021,FR_V15,Euphorbia esula,50,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,flower.head
26,7,2021,FR_V15,Euphorbia platyphyllos,60,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,flower.head
26,7,2021,FR_V15,Filipendula ulmaria,13,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,flower.head
26,7,2021,FR_V15,Galium mollugo,15,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,cyme
26,7,2021,FR_V15,Galium mollugo,20,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,cyme
26,7,2021,FR_V15,Galium mollugo,30,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,cyme
26,7,2021,FR_V15,Galium palustre,50,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,cyme
