Survey,Plant_species,Pollinator_species,Interaction,Sampling_method,Sampling_effort_minutes,Sampling_area_square_meters,Site_id,Habitat,Country,Locality,Latitude,Longitude,Coordinate_precision,Elevation,Day,Month,Year,Comments,Temperature,Humidity
UNIPD01,Hieracium_bifidum,Halictus_confusus_alpinus,2,Standardized_observations_on_plants,5,800,UNIPD01_Dn,Riparian,Italy,Tonadico,46.20134,11.868602,10_m,1050,13,7,2018,NA,NA,NA
UNIPD01,Hieracium_bifidum,Heringia_heringi,1,Standardized_observations_on_plants,5,800,UNIPD01_Dn,Riparian,Italy,Tonadico,46.20134,11.868602,10_m,1050,13,7,2018,NA,NA,NA
UNIPD01,Hieracium_bifidum,Lasioglossum_intermedium,1,Standardized_observations_on_plants,5,800,UNIPD01_Dn,Riparian,Italy,Tonadico,46.20134,11.868602,10_m,1050,13,7,2018,NA,NA,NA
UNIPD01,Hieracium_bifidum,Lasiommata_maera,1,Standardized_observations_on_plants,5,800,UNIPD01_Dn,Riparian,Italy,Tonadico,46.20134,11.868602,10_m,1050,13,7,2018,NA,NA,NA
UNIPD01,Hieracium_piloselloides,Andrena_subopaca,1,Standardized_observations_on_plants,5,800,UNIPD01_B,Riparian,Italy,Fonzaso,45.986596,11.781124,10_m,280,26,6,2018,NA,NA,NA
UNIPD01,Hieracium_piloselloides,Halictus_confusus_alpinus,1,Standardized_observations_on_plants,5,800,UNIPD01_B,Riparian,Italy,Fonzaso,45.986596,11.781124,10_m,280,26,6,2018,NA,NA,NA
UNIPD01,Hieracium_piloselloides,Halictus_maculatus,1,Standardized_observations_on_plants,5,800,UNIPD01_B,Riparian,Italy,Fonzaso,45.986596,11.781124,10_m,280,26,6,2018,NA,NA,NA
UNIPD01,Hieracium_piloselloides,Lasioglossum_morio,1,Standardized_observations_on_plants,5,800,UNIPD01_B,Riparian,Italy,Fonzaso,45.986596,11.781124,10_m,280,12,7,2018,NA,NA,NA
UNIPD01,Hieracium_piloselloides,Eristalis_tenax,1,Standardized_observations_on_plants,5,800,UNIPD01_E,Riparian,Italy,Canal_San_Bovo,46.190895,11.684623,10_m,810,13,7,2018,NA,NA,NA
UNIPD01,Hieracium_piloselloides,Megachile_pilidens,1,Standardized_observations_on_plants,5,800,UNIPD01_A,Riparian,Italy,Cartigliano,45.714214,11.690601,10_m,80,6,6,2018,NA,NA,NA
UNIPD01,Hieracium_piloselloides,Melanostoma_mellinum,1,Standardized_observations_on_plants,5,800,UNIPD01_A,Riparian,Italy,Cartigliano,45.714214,11.690601,10_m,80,6,6,2018,NA,NA,NA
UNIPD01,Hieracium_piloselloides,Pseudoanthidium_scapulare,2,Standardized_observations_on_plants,5,800,UNIPD01_A,Riparian,Italy,Cartigliano,45.714214,11.690601,10_m,80,6,6,2018,NA,NA,NA
UNIPD01,Hieracium_piloselloides,Sphaerophoria_scripta,2,Standardized_observations_on_plants,5,800,UNIPD01_A,Riparian,Italy,Cartigliano,45.714214,11.690601,10_m,80,6,6,2018,NA,NA,NA
UNIPD01,Hieracium_piloselloides,Hylaeus_crassanus,1,Standardized_observations_on_plants,5,800,UNIPD01_An,Riparian,Italy,Quero_Vas,45.9623,11.937611,10_m,190,9,6,2018,NA,NA,NA
UNIPD01,Hieracium_piloselloides,Lasioglossum_leucozonium,2,Standardized_observations_on_plants,5,800,UNIPD01_An,Riparian,Italy,Quero_Vas,45.9623,11.937611,10_m,190,9,6,2018,NA,NA,NA
UNIPD01,Hieracium_piloselloides,Lasioglossum_leucozonium,1,Standardized_observations_on_plants,5,800,UNIPD01_An,Riparian,Italy,Quero_Vas,45.9623,11.937611,10_m,190,9,6,2018,NA,NA,NA
UNIPD01,Hieracium_piloselloides,Lasioglossum_lucidulum,1,Standardized_observations_on_plants,5,800,UNIPD01_An,Riparian,Italy,Quero_Vas,45.9623,11.937611,10_m,190,9,6,2018,NA,NA,NA
UNIPD01,Hieracium_piloselloides,Sphaerophoria_scripta,1,Standardized_observations_on_plants,5,800,UNIPD01_An,Riparian,Italy,Quero_Vas,45.9623,11.937611,10_m,190,9,6,2018,NA,NA,NA
UNIPD01,Hieracium_piloselloides,Lasioglossum_calceatum,1,Standardized_observations_on_plants,5,800,UNIPD01_An,Riparian,Italy,Quero_Vas,45.9623,11.937611,10_m,190,24,7,2018,NA,NA,NA
UNIPD01,Hypericum_maculatum,Xylota_jakutorum,1,Standardized_observations_on_plants,5,800,UNIPD01_H,Riparian,Italy,Scurelle,46.130801,11.499712,10_m,1080,28,6,2018,NA,NA,NA
UNIPD01,Hypericum_maculatum,Bombus_terrestris/lucorum,1,Standardized_observations_on_plants,5,800,UNIPD01_H,Riparian,Italy,Scurelle,46.130801,11.499712,10_m,1080,26,7,2018,NA,NA,NA
UNIPD01,Hypericum_maculatum,Eristalis_tenax,1,Standardized_observations_on_plants,5,800,UNIPD01_H,Riparian,Italy,Scurelle,46.130801,11.499712,10_m,1080,26,7,2018,NA,NA,NA
UNIPD01,Hypericum_maculatum,Apis_mellifera,10,Standardized_observations_on_plants,5,800,UNIPD01_Hn,Riparian,Italy,Scurelle,46.137372,11.502687,10_m,1170,28,6,2018,NA,NA,NA
UNIPD01,Hypericum_maculatum,Lasioglossum_albipes,1,Standardized_observations_on_plants,5,800,UNIPD01_Hn,Riparian,Italy,Scurelle,46.137372,11.502687,10_m,1170,28,6,2018,NA,NA,NA
UNIPD01,Hypericum_perforatum,Lasioglossum_politum,1,Standardized_observations_on_plants,5,800,UNIPD01_B,Riparian,Italy,Fonzaso,45.986596,11.781124,10_m,280,26,6,2018,NA,NA,NA
UNIPD01,Hypericum_perforatum,Apis_mellifera,3,Standardized_observations_on_plants,5,800,UNIPD01_B,Riparian,Italy,Fonzaso,45.986596,11.781124,10_m,280,12,7,2018,NA,NA,NA
UNIPD01,Hypericum_perforatum,Lasioglossum_politum,1,Standardized_observations_on_plants,5,800,UNIPD01_B,Riparian,Italy,Fonzaso,45.986596,11.781124,10_m,280,12,7,2018,NA,NA,NA
UNIPD01,Hypericum_perforatum,Syritta_pipiens,1,Standardized_observations_on_plants,5,800,UNIPD01_B,Riparian,Italy,Fonzaso,45.986596,11.781124,10_m,280,12,7,2018,NA,NA,NA
UNIPD01,Hypericum_perforatum,Apis_mellifera,2,Standardized_observations_on_plants,5,800,UNIPD01_E,Riparian,Italy,Canal_San_Bovo,46.190895,11.684623,10_m,810,27,6,2018,NA,NA,NA
UNIPD01,Hypericum_perforatum,Eristalis_tenax,8,Standardized_observations_on_plants,5,800,UNIPD01_E,Riparian,Italy,Canal_San_Bovo,46.190895,11.684623,10_m,810,27,6,2018,NA,NA,NA
UNIPD01,Hypericum_perforatum,Halictus_confusus_alpinus,1,Standardized_observations_on_plants,5,800,UNIPD01_E,Riparian,Italy,Canal_San_Bovo,46.190895,11.684623,10_m,810,27,6,2018,NA,NA,NA
UNIPD01,Hypericum_perforatum,Halictus_sexcintus,1,Standardized_observations_on_plants,5,800,UNIPD01_E,Riparian,Italy,Canal_San_Bovo,46.190895,11.684623,10_m,810,27,6,2018,NA,NA,NA
UNIPD01,Hypericum_perforatum,Meliscaeva_auricollis,1,Standardized_observations_on_plants,5,800,UNIPD01_E,Riparian,Italy,Canal_San_Bovo,46.190895,11.684623,10_m,810,27,6,2018,NA,NA,NA
UNIPD01,Hypericum_perforatum,Sphaerophoria_scripta,3,Standardized_observations_on_plants,5,800,UNIPD01_E,Riparian,Italy,Canal_San_Bovo,46.190895,11.684623,10_m,810,27,6,2018,NA,NA,NA
UNIPD01,Hypericum_perforatum,Syritta_pipiens,3,Standardized_observations_on_plants,5,800,UNIPD01_E,Riparian,Italy,Canal_San_Bovo,46.190895,11.684623,10_m,810,27,6,2018,NA,NA,NA
UNIPD01,Hypericum_perforatum,Apis_mellifera,30,Standardized_observations_on_plants,5,800,UNIPD01_E,Riparian,Italy,Canal_San_Bovo,46.190895,11.684623,10_m,810,13,7,2018,NA,NA,NA
UNIPD01,Hypericum_perforatum,Apis_mellifera,5,Standardized_observations_on_plants,5,800,UNIPD01_E,Riparian,Italy,Canal_San_Bovo,46.190895,11.684623,10_m,810,25,7,2018,NA,NA,NA
UNIPD01,Hypericum_perforatum,Bombus_terrestris/lucorum,2,Standardized_observations_on_plants,5,800,UNIPD01_E,Riparian,Italy,Canal_San_Bovo,46.190895,11.684623,10_m,810,13,7,2018,NA,NA,NA
UNIPD01,Hypericum_perforatum,Bombus_terrestris/lucorum,2,Standardized_observations_on_plants,5,800,UNIPD01_E,Riparian,Italy,Canal_San_Bovo,46.190895,11.684623,10_m,810,25,7,2018,NA,NA,NA
UNIPD01,Hypericum_perforatum,Cheilosia_impressa,1,Standardized_observations_on_plants,5,800,UNIPD01_E,Riparian,Italy,Canal_San_Bovo,46.190895,11.684623,10_m,810,25,7,2018,NA,NA,NA
UNIPD01,Hypericum_perforatum,Chrysogaster_cemiteriorum,1,Standardized_observations_on_plants,5,800,UNIPD01_E,Riparian,Italy,Canal_San_Bovo,46.190895,11.684623,10_m,810,25,7,2018,NA,NA,NA
UNIPD01,Hypericum_perforatum,Conops_flavipes,1,Standardized_observations_on_plants,5,800,UNIPD01_E,Riparian,Italy,Canal_San_Bovo,46.190895,11.684623,10_m,810,25,7,2018,NA,NA,NA
UNIPD01,Hypericum_perforatum,Eristalis_similis,1,Standardized_observations_on_plants,5,800,UNIPD01_E,Riparian,Italy,Canal_San_Bovo,46.190895,11.684623,10_m,810,25,7,2018,NA,NA,NA
UNIPD01,Hypericum_perforatum,Eristalis_tenax,3,Standardized_observations_on_plants,5,800,UNIPD01_E,Riparian,Italy,Canal_San_Bovo,46.190895,11.684623,10_m,810,13,7,2018,NA,NA,NA
UNIPD01,Hypericum_perforatum,Eristalis_tenax,11,Standardized_observations_on_plants,5,800,UNIPD01_E,Riparian,Italy,Canal_San_Bovo,46.190895,11.684623,10_m,810,25,7,2018,NA,NA,NA
UNIPD01,Hypericum_perforatum,Hylaeus_communis,1,Standardized_observations_on_plants,5,800,UNIPD01_E,Riparian,Italy,Canal_San_Bovo,46.190895,11.684623,10_m,810,25,7,2018,NA,NA,NA
UNIPD01,Hypericum_perforatum,Hylaeus_confusus,4,Standardized_observations_on_plants,5,800,UNIPD01_E,Riparian,Italy,Canal_San_Bovo,46.190895,11.684623,10_m,810,25,7,2018,NA,NA,NA
UNIPD01,Hypericum_perforatum,Orthonevra_nobilis,1,Standardized_observations_on_plants,5,800,UNIPD01_E,Riparian,Italy,Canal_San_Bovo,46.190895,11.684623,10_m,810,25,7,2018,NA,NA,NA
UNIPD01,Hypericum_perforatum,Sphaerophoria_scripta,2,Standardized_observations_on_plants,5,800,UNIPD01_E,Riparian,Italy,Canal_San_Bovo,46.190895,11.684623,10_m,810,25,7,2018,NA,NA,NA
UNIPD01,Hypericum_perforatum,Eristalis_tenax,1,Standardized_observations_on_plants,5,800,UNIPD01_E,Riparian,Italy,Canal_San_Bovo,46.190895,11.684623,10_m,810,28,8,2018,NA,NA,NA
UNIPD01,Hypericum_perforatum,Sphaerophoria_scripta,1,Standardized_observations_on_plants,5,800,UNIPD01_F,Riparian,Italy,Grigno,45.974635,11.682237,10_m,230,27,6,2018,NA,NA,NA
UNIPD01,Hypericum_perforatum,Syritta_pipiens,1,Standardized_observations_on_plants,5,800,UNIPD01_F,Riparian,Italy,Grigno,45.974635,11.682237,10_m,230,27,6,2018,NA,NA,NA
UNIPD01,Hypericum_perforatum,Halictus_simplex,1,Standardized_observations_on_plants,5,800,UNIPD01_G,Riparian,Italy,Borgo_Valsugana,46.056389,11.524278,10_m,390,10,6,2018,NA,NA,NA
UNIPD01,Hypericum_perforatum,Hylaeus_confusus,1,Standardized_observations_on_plants,5,800,UNIPD01_G,Riparian,Italy,Borgo_Valsugana,46.056389,11.524278,10_m,390,10,6,2018,NA,NA,NA
UNIPD01,Hypericum_perforatum,Melanostoma_mellinum,1,Standardized_observations_on_plants,5,800,UNIPD01_G,Riparian,Italy,Borgo_Valsugana,46.056389,11.524278,10_m,390,10,6,2018,NA,NA,NA
UNIPD01,Hypericum_perforatum,Sphaerophoria_scripta,1,Standardized_observations_on_plants,5,800,UNIPD01_G,Riparian,Italy,Borgo_Valsugana,46.056389,11.524278,10_m,390,10,6,2018,NA,NA,NA
UNIPD01,Hypericum_perforatum,Apis_mellifera,1,Standardized_observations_on_plants,5,800,UNIPD01_I,Riparian,Italy,Pergine_Valsugana,46.082828,11.284137,10_m,630,29,6,2018,NA,NA,NA
UNIPD01,Hypericum_perforatum,Bombus_pascuorum,2,Standardized_observations_on_plants,5,800,UNIPD01_I,Riparian,Italy,Pergine_Valsugana,46.082828,11.284137,10_m,630,29,6,2018,NA,NA,NA
UNIPD01,Hypericum_perforatum,Bombus_terrestris/lucorum,1,Standardized_observations_on_plants,5,800,UNIPD01_I,Riparian,Italy,Pergine_Valsugana,46.082828,11.284137,10_m,630,29,6,2018,NA,NA,NA
UNIPD01,Hypericum_perforatum,Melanostoma_mellinum,2,Standardized_observations_on_plants,5,800,UNIPD01_I,Riparian,Italy,Pergine_Valsugana,46.082828,11.284137,10_m,630,29,6,2018,NA,NA,NA
UNIPD01,Hypericum_perforatum,Psenulus_pallipes,1,Standardized_observations_on_plants,5,800,UNIPD01_I,Riparian,Italy,Pergine_Valsugana,46.082828,11.284137,10_m,630,29,6,2018,NA,NA,NA
UNIPD01,Hypericum_perforatum,Sphaerophoria_scripta,1,Standardized_observations_on_plants,5,800,UNIPD01_I,Riparian,Italy,Pergine_Valsugana,46.082828,11.284137,10_m,630,29,6,2018,NA,NA,NA
UNIPD01,Hypericum_perforatum,Amata_phegea,2,Standardized_observations_on_plants,5,800,UNIPD01_I,Riparian,Italy,Pergine_Valsugana,46.082828,11.284137,10_m,630,10,7,2018,NA,NA,NA
UNIPD01,Hypericum_perforatum,Apis_mellifera,2,Standardized_observations_on_plants,5,800,UNIPD01_I,Riparian,Italy,Pergine_Valsugana,46.082828,11.284137,10_m,630,10,7,2018,NA,NA,NA
UNIPD01,Hypericum_perforatum,Syritta_pipiens,1,Standardized_observations_on_plants,5,800,UNIPD01_En,Riparian,Italy,Canal_San_Bovo,46.202528,11.664278,10_m,910,27,6,2018,NA,NA,NA
UNIPD01,Hypericum_perforatum,Apis_mellifera,6,Standardized_observations_on_plants,5,800,UNIPD01_En,Riparian,Italy,Canal_San_Bovo,46.202528,11.664278,10_m,910,13,7,2018,NA,NA,NA
UNIPD01,Hypericum_perforatum,Bombus_lapidarius,1,Standardized_observations_on_plants,5,800,UNIPD01_En,Riparian,Italy,Canal_San_Bovo,46.202528,11.664278,10_m,910,13,7,2018,NA,NA,NA
UNIPD01,Hypericum_perforatum,Bombus_pratorum,1,Standardized_observations_on_plants,5,800,UNIPD01_En,Riparian,Italy,Canal_San_Bovo,46.202528,11.664278,10_m,910,25,7,2018,NA,NA,NA
UNIPD01,Hypericum_perforatum,Bombus_terrestris/lucorum,1,Standardized_observations_on_plants,5,800,UNIPD01_En,Riparian,Italy,Canal_San_Bovo,46.202528,11.664278,10_m,910,25,7,2018,NA,NA,NA
UNIPD01,Hypericum_perforatum,Episyrphus_balteatus,1,Standardized_observations_on_plants,5,800,UNIPD01_En,Riparian,Italy,Canal_San_Bovo,46.202528,11.664278,10_m,910,25,7,2018,NA,NA,NA
UNIPD01,Hypericum_perforatum,Hylaeus_difformis,1,Standardized_observations_on_plants,5,800,UNIPD01_En,Riparian,Italy,Canal_San_Bovo,46.202528,11.664278,10_m,910,13,7,2018,NA,NA,NA
UNIPD01,Hypericum_perforatum,Lasioglossum_calceatum,1,Standardized_observations_on_plants,5,800,UNIPD01_En,Riparian,Italy,Canal_San_Bovo,46.202528,11.664278,10_m,910,13,7,2018,NA,NA,NA
UNIPD01,Hypericum_perforatum,Lasioglossum_morio,1,Standardized_observations_on_plants,5,800,UNIPD01_En,Riparian,Italy,Canal_San_Bovo,46.202528,11.664278,10_m,910,13,7,2018,NA,NA,NA
UNIPD01,Hypericum_perforatum,Physocephala_rufipes,1,Standardized_observations_on_plants,5,800,UNIPD01_En,Riparian,Italy,Canal_San_Bovo,46.202528,11.664278,10_m,910,25,7,2018,NA,NA,NA
UNIPD01,Hypericum_perforatum,Physocephala_rufipes,1,Standardized_observations_on_plants,5,800,UNIPD01_En,Riparian,Italy,Canal_San_Bovo,46.202528,11.664278,10_m,910,13,7,2018,NA,NA,NA
UNIPD01,Hypericum_perforatum,Sphaerophoria_scripta,1,Standardized_observations_on_plants,5,800,UNIPD01_En,Riparian,Italy,Canal_San_Bovo,46.202528,11.664278,10_m,910,25,7,2018,NA,NA,NA
UNIPD01,Hypericum_perforatum,Sphaerophoria_scripta,2,Standardized_observations_on_plants,5,800,UNIPD01_Fn,Riparian,Italy,Grigno,45.969837,11.685453,10_m,220,27,6,2018,NA,NA,NA
UNIPD01,Hypericum_perforatum,Bombus_pascuorum,2,Standardized_observations_on_plants,5,800,UNIPD01_Fn,Riparian,Italy,Grigno,45.969837,11.685453,10_m,220,12,7,2018,NA,NA,NA
UNIPD01,Hypericum_perforatum,Andrena_tibialis,1,Standardized_observations_on_plants,5,800,UNIPD01_In,Riparian,Italy,Pergine_Valsugana,46.078271,11.279119,10_m,600,29,6,2018,NA,NA,NA
UNIPD01,Hypericum_perforatum,Ceratina_cucurbitina,1,Standardized_observations_on_plants,5,800,UNIPD01_In,Riparian,Italy,Pergine_Valsugana,46.078271,11.279119,10_m,600,29,6,2018,NA,NA,NA
UNIPD01,Hypericum_perforatum,Eristalis_tenax,1,Standardized_observations_on_plants,5,800,UNIPD01_In,Riparian,Italy,Pergine_Valsugana,46.078271,11.279119,10_m,600,29,6,2018,NA,NA,NA
UNIPD01,Hypericum_perforatum,Lasioglossum_morio,1,Standardized_observations_on_plants,5,800,UNIPD01_In,Riparian,Italy,Pergine_Valsugana,46.078271,11.279119,10_m,600,29,6,2018,NA,NA,NA
UNIPD01,Hypericum_perforatum,Bombus_terrestris/lucorum,2,Standardized_observations_on_plants,5,800,UNIPD01_In,Riparian,Italy,Pergine_Valsugana,46.078271,11.279119,10_m,600,26,7,2018,NA,NA,NA
UNIPD01,Hypericum_perforatum,Halictus_sexcintus,1,Standardized_observations_on_plants,5,800,UNIPD01_In,Riparian,Italy,Pergine_Valsugana,46.078271,11.279119,10_m,600,10,7,2018,NA,NA,NA
UNIPD01,Hypericum_perforatum,Heriades_crenulatus,1,Standardized_observations_on_plants,5,800,UNIPD01_In,Riparian,Italy,Pergine_Valsugana,46.078271,11.279119,10_m,600,10,7,2018,NA,NA,NA
UNIPD01,Hypericum_perforatum,Hylaeus_alpinus,1,Standardized_observations_on_plants,5,800,UNIPD01_In,Riparian,Italy,Pergine_Valsugana,46.078271,11.279119,10_m,600,10,7,2018,NA,NA,NA
UNIPD01,Hypericum_perforatum,Hylaeus_punctatus,1,Standardized_observations_on_plants,5,800,UNIPD01_In,Riparian,Italy,Pergine_Valsugana,46.078271,11.279119,10_m,600,10,7,2018,NA,NA,NA
UNIPD01,Hypericum_perforatum,Lasioglossum_pauxillum,2,Standardized_observations_on_plants,5,800,UNIPD01_In,Riparian,Italy,Pergine_Valsugana,46.078271,11.279119,10_m,600,10,7,2018,NA,NA,NA
UNIPD01,Hypericum_perforatum,Lasioglossum_politum,1,Standardized_observations_on_plants,5,800,UNIPD01_In,Riparian,Italy,Pergine_Valsugana,46.078271,11.279119,10_m,600,10,7,2018,NA,NA,NA
UNIPD01,Hypericum_perforatum,Merodon_constans,1,Standardized_observations_on_plants,5,800,UNIPD01_In,Riparian,Italy,Pergine_Valsugana,46.078271,11.279119,10_m,600,26,7,2018,NA,NA,NA
UNIPD01,Hypericum_perforatum,Phasia_pusilla,1,Standardized_observations_on_plants,5,800,UNIPD01_In,Riparian,Italy,Pergine_Valsugana,46.078271,11.279119,10_m,600,10,7,2018,NA,NA,NA
UNIPD01,Hypericum_perforatum,Syritta_pipiens,1,Standardized_observations_on_plants,5,800,UNIPD01_In,Riparian,Italy,Pergine_Valsugana,46.078271,11.279119,10_m,600,10,7,2018,NA,NA,NA
UNIPD01,Hypericum_perforatum,Paragus_tibialis,2,Standardized_observations_on_plants,5,800,UNIPD01_A,Riparian,Italy,Cartigliano,45.714214,11.690601,10_m,80,6,6,2018,NA,NA,NA
UNIPD01,Hypericum_perforatum,Bombus_pascuorum,2,Standardized_observations_on_plants,5,800,UNIPD01_An,Riparian,Italy,Quero_Vas,45.9623,11.937611,10_m,190,24,7,2018,NA,NA,NA
UNIPD01,Hypericum_perforatum,Lasioglossum_intermedium,1,Standardized_observations_on_plants,5,800,UNIPD01_An,Riparian,Italy,Quero_Vas,45.9623,11.937611,10_m,190,17,7,2018,NA,NA,NA
UNIPD01,Hypericum_perforatum,Lasioglossum_politum,2,Standardized_observations_on_plants,5,800,UNIPD01_An,Riparian,Italy,Quero_Vas,45.9623,11.937611,10_m,190,24,7,2018,NA,NA,NA
UNIPD01,Hypericum_sp,Xylota_florum,1,Standardized_observations_on_plants,5,800,UNIPD01_D,Riparian,Italy,Tonadico,46.200431,11.867593,10_m,1050,24,7,2018,NA,NA,NA
UNIPD01,Impatiens_glandulifera,Apis_mellifera,2,Standardized_observations_on_plants,5,800,UNIPD01_F,Riparian,Italy,Grigno,45.974635,11.682237,10_m,230,12,7,2018,NA,NA,NA
UNIPD01,Impatiens_glandulifera,Apis_mellifera,5,Standardized_observations_on_plants,5,800,UNIPD01_F,Riparian,Italy,Grigno,45.974635,11.682237,10_m,230,25,7,2018,NA,NA,NA
UNIPD01,Impatiens_glandulifera,Bombus_hortorum,1,Standardized_observations_on_plants,5,800,UNIPD01_F,Riparian,Italy,Grigno,45.974635,11.682237,10_m,230,12,7,2018,NA,NA,NA
UNIPD01,Impatiens_glandulifera,Bombus_lapidarius,19,Standardized_observations_on_plants,5,800,UNIPD01_F,Riparian,Italy,Grigno,45.974635,11.682237,10_m,230,12,7,2018,NA,NA,NA
UNIPD01,Impatiens_glandulifera,Bombus_lapidarius,15,Standardized_observations_on_plants,5,800,UNIPD01_F,Riparian,Italy,Grigno,45.974635,11.682237,10_m,230,25,7,2018,NA,NA,NA
UNIPD01,Impatiens_glandulifera,Bombus_pascuorum,3,Standardized_observations_on_plants,5,800,UNIPD01_F,Riparian,Italy,Grigno,45.974635,11.682237,10_m,230,12,7,2018,NA,NA,NA
UNIPD01,Impatiens_glandulifera,Bombus_pascuorum,1,Standardized_observations_on_plants,5,800,UNIPD01_F,Riparian,Italy,Grigno,45.974635,11.682237,10_m,230,25,7,2018,NA,NA,NA
UNIPD01,Impatiens_glandulifera,Bombus_terrestris/lucorum,1,Standardized_observations_on_plants,5,800,UNIPD01_F,Riparian,Italy,Grigno,45.974635,11.682237,10_m,230,12,7,2018,NA,NA,NA
UNIPD01,Impatiens_glandulifera,Bombus_terrestris/lucorum,1,Standardized_observations_on_plants,5,800,UNIPD01_F,Riparian,Italy,Grigno,45.974635,11.682237,10_m,230,25,7,2018,NA,NA,NA
UNIPD01,Impatiens_glandulifera,Melanargia_galathea,1,Standardized_observations_on_plants,5,800,UNIPD01_F,Riparian,Italy,Grigno,45.974635,11.682237,10_m,230,12,7,2018,NA,NA,NA
UNIPD01,Impatiens_glandulifera,Apis_mellifera,200,Standardized_observations_on_plants,5,800,UNIPD01_F,Riparian,Italy,Grigno,45.974635,11.682237,10_m,230,29,8,2018,NA,NA,NA
UNIPD01,Impatiens_glandulifera,Bombus_campestris,1,Standardized_observations_on_plants,5,800,UNIPD01_F,Riparian,Italy,Grigno,45.974635,11.682237,10_m,230,29,8,2018,NA,NA,NA
UNIPD01,Impatiens_glandulifera,Bombus_lapidarius,3,Standardized_observations_on_plants,5,800,UNIPD01_F,Riparian,Italy,Grigno,45.974635,11.682237,10_m,230,29,8,2018,NA,NA,NA
UNIPD01,Impatiens_glandulifera,Bombus_pascuorum,1,Standardized_observations_on_plants,5,800,UNIPD01_F,Riparian,Italy,Grigno,45.974635,11.682237,10_m,230,29,8,2018,NA,NA,NA
UNIPD01,Impatiens_glandulifera,Bombus_terrestris/lucorum,3,Standardized_observations_on_plants,5,800,UNIPD01_F,Riparian,Italy,Grigno,45.974635,11.682237,10_m,230,29,8,2018,NA,NA,NA
UNIPD01,Impatiens_glandulifera,Apis_mellifera,1,Standardized_observations_on_plants,5,800,UNIPD01_G,Riparian,Italy,Borgo_Valsugana,46.056389,11.524278,10_m,390,13,7,2018,NA,NA,NA
UNIPD01,Impatiens_glandulifera,Bombus_lapidarius,7,Standardized_observations_on_plants,5,800,UNIPD01_G,Riparian,Italy,Borgo_Valsugana,46.056389,11.524278,10_m,390,25,7,2018,NA,NA,NA
UNIPD01,Impatiens_glandulifera,Bombus_pascuorum,6,Standardized_observations_on_plants,5,800,UNIPD01_G,Riparian,Italy,Borgo_Valsugana,46.056389,11.524278,10_m,390,13,7,2018,NA,NA,NA
UNIPD01,Impatiens_glandulifera,Bombus_pascuorum,5,Standardized_observations_on_plants,5,800,UNIPD01_G,Riparian,Italy,Borgo_Valsugana,46.056389,11.524278,10_m,390,25,7,2018,NA,NA,NA
UNIPD01,Impatiens_glandulifera,Bombus_terrestris/lucorum,6,Standardized_observations_on_plants,5,800,UNIPD01_G,Riparian,Italy,Borgo_Valsugana,46.056389,11.524278,10_m,390,25,7,2018,NA,NA,NA
UNIPD01,Impatiens_glandulifera,Apis_mellifera,10,Standardized_observations_on_plants,5,800,UNIPD01_G,Riparian,Italy,Borgo_Valsugana,46.056389,11.524278,10_m,390,29,8,2018,NA,NA,NA
UNIPD01,Impatiens_glandulifera,Bombus_humilis,1,Standardized_observations_on_plants,5,800,UNIPD01_G,Riparian,Italy,Borgo_Valsugana,46.056389,11.524278,10_m,390,29,8,2018,NA,NA,NA
UNIPD01,Impatiens_glandulifera,Bombus_pascuorum,32,Standardized_observations_on_plants,5,800,UNIPD01_G,Riparian,Italy,Borgo_Valsugana,46.056389,11.524278,10_m,390,29,8,2018,NA,NA,NA
UNIPD01,Impatiens_glandulifera,Bombus_terrestris/lucorum,1,Standardized_observations_on_plants,5,800,UNIPD01_G,Riparian,Italy,Borgo_Valsugana,46.056389,11.524278,10_m,390,29,8,2018,NA,NA,NA
UNIPD01,Impatiens_glandulifera,Eristalis_tenax,1,Standardized_observations_on_plants,5,800,UNIPD01_G,Riparian,Italy,Borgo_Valsugana,46.056389,11.524278,10_m,390,29,8,2018,NA,NA,NA
UNIPD01,Impatiens_glandulifera,Bombus_pascuorum,1,Standardized_observations_on_plants,5,800,UNIPD01_I,Riparian,Italy,Pergine_Valsugana,46.082828,11.284137,10_m,630,26,7,2018,NA,NA,NA
UNIPD01,Impatiens_glandulifera,Bombus_terrestris/lucorum,1,Standardized_observations_on_plants,5,800,UNIPD01_I,Riparian,Italy,Pergine_Valsugana,46.082828,11.284137,10_m,630,26,7,2018,NA,NA,NA
UNIPD01,Impatiens_glandulifera,Sphaerophoria_scripta,2,Standardized_observations_on_plants,5,800,UNIPD01_I,Riparian,Italy,Pergine_Valsugana,46.082828,11.284137,10_m,630,26,7,2018,NA,NA,NA
UNIPD01,Impatiens_glandulifera,Apis_mellifera,1,Standardized_observations_on_plants,5,800,UNIPD01_I,Riparian,Italy,Pergine_Valsugana,46.082828,11.284137,10_m,630,30,8,2018,NA,NA,NA
UNIPD01,Impatiens_glandulifera,Bombus_humilis,1,Standardized_observations_on_plants,5,800,UNIPD01_I,Riparian,Italy,Pergine_Valsugana,46.082828,11.284137,10_m,630,30,8,2018,NA,NA,NA
UNIPD01,Impatiens_glandulifera,Bombus_pascuorum,52,Standardized_observations_on_plants,5,800,UNIPD01_I,Riparian,Italy,Pergine_Valsugana,46.082828,11.284137,10_m,630,30,8,2018,NA,NA,NA
